,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
1284,49778-01-0,CN(C)[P+](N)(N(C)C)N(C)C,-,amino-tris(dimethylamino)phosphanium,DMSO,CS(=O)C,16.4,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1356,49778-01-0,CN(C)[P+](N)(N(C)C)N(C)C,-,amino-tris(dimethylamino)phosphanium,MeCN,CC#N,25.85,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1415,49778-01-0,CN(C)[P+](N)(N(C)C)N(C)C,-,amino-tris(dimethylamino)phosphanium,THF,C1CCOC1,19.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1227,35589-04-9,CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,-,anilino-tris(dimethylamino)phosphanium,H2O,O,10.64,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1288,35589-04-9,CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,-,anilino-tris(dimethylamino)phosphanium,DMSO,CS(=O)C,11.1,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1360,35589-04-9,CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,-,anilino-tris(dimethylamino)phosphanium,MeCN,CC#N,21.26,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1419,35589-04-9,CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,-,anilino-tris(dimethylamino)phosphanium,THF,C1CCOC1,15.3,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
90,80588-34-7,CN(C)C1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",MeCN,CC#N,25.12,MeCN_Acids_COSMO-RS_2008_Table.pdf
556,(4-Me2N-C6F4)(C6F5)NH,CN(C)C1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",MeCN,CC#N,25.13,pKa_values_of_acids_in_acetonitrile.pdf
786,(4-Me2N-C6F4)(C6F5)NH,CN(C)C1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",MeCN,CC#N,25.13,Ejoc202001649-sup-00001-misc_information.pdf
1040,(4-Me2N-C6F4)(C6F5)NH,CN(C)C1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",DMSO,CS(=O)C,12.7,Ejoc202001649-sup-00001-misc_information.pdf
1430,(4-Me2N-C6F4)(C6F5)NH,CN(C)C1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",MeCN,CC#N,25.12,leito_acids
177,4-Dimethylaminobenzoicacid,CN(C)C1=CC=C(C=C1)C(=O)O,619-84-1,4-(dimethylamino)benzoic acid,MeCN,CC#N,23,MeCN_Acids_COSMO-RS_2008_Table.pdf
359,Caffeine,CN1C=[NH+]C2=C1C(N(C)C(N2C)=O)=O,,"1,3,7-trimethylpurin-7-ium-2,6-dione",MeCN,CC#N,7.51,pKa_values_of_nitrogen_heterocycles.pdf
400,Caffeine,CN1C=[NH+]C2=C1C(N(C)C(N2C)=O)=O,,"1,3,7-trimethylpurin-7-ium-2,6-dione",H2O,O,0.6,pKa_values_of_nitrogen_heterocycles.pdf
1221,84030-20-6,CN1CCC[NH+]2C1=NCCC2,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",H2O,O,15,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1282,84030-20-6,CN1CCC[NH+]2C1=NCCC2,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",DMSO,CS(=O)C,14.8,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1354,84030-20-6,CN1CCC[NH+]2C1=NCCC2,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",MeCN,CC#N,25.47,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1413,84030-20-6,CN1CCC[NH+]2C1=NCCC2,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",THF,C1CCOC1,18,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
34,3002-30-0,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,MeCN,CC#N,23.53,MeCN_Acids_COSMO-RS_2008_Table.pdf
463,9-COOMe-fluorene,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,MeCN,CC#N,23.53,a_unified_view_to_bronsted_acidity_scales.pdf
507,9-COOMe-fluorene,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,DMSO,CS(=O)C,10.35,a_unified_view_to_bronsted_acidity_scales.pdf
576,9-COOMe-Fluorene,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,MeCN,CC#N,23.54,pKa_values_of_acids_in_acetonitrile.pdf
806,3002-30-0,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,MeCN,CC#N,23.54,Ejoc202001649-sup-00001-misc_information.pdf
991,3002-30-0,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,H2O,O,11.5,Ejoc202001649-sup-00001-misc_information.pdf
1051,3002-30-0,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,DMSO,CS(=O)C,10.35,Ejoc202001649-sup-00001-misc_information.pdf
1093,3002-30-0,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,DCE,C(CCl)Cl,58.1,Ejoc202001649-sup-00001-misc_information.pdf
1437,9-COOMe-fluorene,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,MeCN,CC#N,23.53,leito_acids
1567,9-COOMe-fluorene,COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,3002-30-0,methyl 9H-fluorene-9-carboxylate,DCE,C(CCl)Cl,58.1,leito_acids
357,"2,6-dimethoxyPyridine",COC1=[NH+]C(=CC=C1)OC,,"2,6-dimethoxypyridin-1-ium",MeCN,CC#N,7.64,pKa_values_of_nitrogen_heterocycles.pdf
1621,"3,4-(MeO)2-C6H3-TCNP",COC1=C(OC)C=C(C=C1)C(C(C#N)C#N)=C(C#N)C#N,1261286-75-2,,DCE,C(CCl)Cl,36.1,leito_acids
140,3-Methoxybenzenesulfonamide,COC1=CC(=CC=C1)S(=O)(=O)N,58734-57-9,3-methoxybenzenesulfonamide,MeCN,CC#N,24.48,MeCN_Acids_COSMO-RS_2008_Table.pdf
334,4-methoxyAniline,COC1=CC=C(C=C1)[NH3+],,(4-methoxyphenyl)azanium,MeCN,CC#N,11.86,pKa_values_of_nitrogen_heterocycles.pdf
66,39063-05-3,COC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,39063-05-3,4-methoxy-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,11.6,MeCN_Acids_COSMO-RS_2008_Table.pdf
891,39063-05-3,COC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,39063-05-3,4-methoxy-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,11.6,Ejoc202001649-sup-00001-misc_information.pdf
1495,4-MeO-C6H4C(=O)NHTf,COC1=CC=C(C=C1)C(=O)NS(=O)(=O)C(F)(F)F,39063-05-3,4-methoxy-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,11.6,leito_acids
1622,4-MeO-C6H4-TCNP,COC1=CC=C(C=C1)C(C(C#N)C#N)=C(C#N)C#N,1261286-76-3,,DCE,C(CCl)Cl,36.1,leito_acids
81,500721-87-9,COC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,500721-87-9,"4-methoxy-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,6.41,MeCN_Acids_COSMO-RS_2008_Table.pdf
441,4-MeO-C6H4C(=NTf)NHTf,COC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,500721-87-9,"4-methoxy-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,6.09,DCE_2011_pKa_Table_MeCN.pdf
950,500721-87-9,COC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,500721-87-9,"4-methoxy-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,6.05,Ejoc202001649-sup-00001-misc_information.pdf
1541,4-MeO-C6H4C(=NTf)NHTf,COC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,500721-87-9,"4-methoxy-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,6.09,leito_acids
944,1486486-92-3,COC1=CC=C(C=C1)C2=CC3=C(C=CC=C3)C4=C2O[P](=O)(N[S](=O)(=O)C(F)(F)F)OC5=C4C6=CC=CC=C6C=C5C7=CC=C(OC)C=C7,1486486-92-3,-,MeCN,CC#N,6.35,Ejoc202001649-sup-00001-misc_information.pdf
1536,Substance15,COC1=CC=C(C=C1)C2=CC3=C(C=CC=C3)C4=C2O[P](=O)(N[S](=O)(=O)C(F)(F)F)OC5=C4C6=CC=CC=C6C=C5C7=CC=C(OC)C=C7,1486486-92-3,,MeCN,CC#N,6.4,leito_acids
937,1071853-99-0,COC1=CC=C(C=C1)C2=CC3CCCCC3C4=C2OP(=O)(OC5=C(C=C6CCCCC6=C45)C7=CC=C(C=C7)OC)NS(=O)(=O)C(F)(F)F,1071853-99-0,"N-[10,16-bis(4-methoxyphenyl)-13-oxo-12,14-dioxa-13Î»5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2,8,10,16-pentaen-13-yl]-1,1,1-trifluoromethanesulfonamide",MeCN,CC#N,6.83,Ejoc202001649-sup-00001-misc_information.pdf
1527,Substance9,COC1=CC=C(C=C1)C2=CC3CCCCC3C4=C2OP(=O)(OC5=C(C=C6CCCCC6=C45)C7=CC=C(C=C7)OC)NS(=O)(=O)C(F)(F)F,1071853-99-0,"N-[10,16-bis(4-methoxyphenyl)-13-oxo-12,14-dioxa-13Î»5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2,8,10,16-pentaen-13-yl]-1,1,1-trifluoromethanesulfonamide",MeCN,CC#N,6.9,leito_acids
147,p-Methoxybenzenesulfonamide,COC1=CC=C(C=C1)S(=O)(=O)N,1129-26-6,4-methoxybenzenesulfonamide,MeCN,CC#N,25.09,MeCN_Acids_COSMO-RS_2008_Table.pdf
344,2-methoxypyridine,COC1=CC=CC=[NH+]1,,2-methoxypyridin-1-ium,MeCN,CC#N,9.93,pKa_values_of_nitrogen_heterocycles.pdf
799,1580000-57-2,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC=C(C=C3)C4=CSC=N4,1580000-17-4,"N-[4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl]-4-(1,3-thiazol-4-yl)benzamide",MeCN,CC#N,24.03,Ejoc202001649-sup-00001-misc_information.pdf
217,Methanesulfonic acid,CS(=O)(=O)O,75-75-2,methanesulfonic acid,MeCN,CC#N,9.97,MeCN_Acids_COSMO-RS_2008_Table.pdf
685,CH3SO3H,CS(=O)(=O)O,75-75-2,methanesulfonic acid,MeCN,CC#N,9.97,pKa_values_of_acids_in_acetonitrile.pdf
914,75-75-2,CS(=O)(=O)O,75-75-2,methanesulfonic acid,MeCN,CC#N,9.97,Ejoc202001649-sup-00001-misc_information.pdf
1650,Tf2CH(CN),FC(F)(F)[S](=O)(=O)C(C#N)[S](=O)(=O)C(F)(F)F,174191-48-1,"2,2-bis((trifluoromethyl)sulfonyl)acetonitrile",DCE,C(CCl)Cl,30,leito_acids
1535,Substance14,FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C=C3C=CC=CC3=C2C4=C(O1)C(=CC5=CC=CC=C45)C6=CC=CC=C6)C7CC=CC=C7,1010799-98-0,,MeCN,CC#N,6.4,leito_acids
939,1261302-62-8,FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,1261302-62-8,,MeCN,CC#N,6.68,Ejoc202001649-sup-00001-misc_information.pdf
1530,Substance11,FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,1261302-62-8,,MeCN,CC#N,6.7,leito_acids
1526,Substance8,FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C3C=C(C=C2C4=CC(=CC(=C4)C5=CC=CC=C5)C6CC=CC=C6)[C]78=C9C%10=C%11[C-]7[Fe++]89%10%11%12%13%14%15[C-]%16C%12=C%13C%14=[C]%15%16C%17=CC3=C(O1)C(=C%17)C%18=CC(=CC(=C%18)C%19=CC=CC=C%19)C%20=CC=CC=C%20,1630924-73-0,,MeCN,CC#N,7,leito_acids
1534,Substance13,FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C3C=C(C=C2C4=CC(=CC(=C4)C5=CC=CC=C5)C6CC=CC=C6)C7=CC=CC8=C9C=CC=C(C%10=CC3=C(O1)C(=C%10)C%11=CC(=CC(=C%11)C%12=CC=CC=C%12)C%13=CC=CC=C%13)C9=C78,1630950-49-0,,MeCN,CC#N,6.5,leito_acids
70,174788-89-7,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1,174788-89-7,4-chloro-N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,5.34,MeCN_Acids_COSMO-RS_2008_Table.pdf
452,4-Cl-C6H4SO2NHTf,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1,174788-89-7,4-chloro-N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,5.02,DCE_2011_pKa_Table_MeCN.pdf
69,174788-87-5,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=CC=C1,174788-87-5,N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,5.89,MeCN_Acids_COSMO-RS_2008_Table.pdf
1566,IDPi C-3,FC(F)(F)[S](=O)(=O)N=[P]1(N[P]2(OC3=C(C4=CC=CC=C4C=C3C5=CC=CC=C5)C6=C7C=CC=CC7=CC(=C6O2)C8=CC=CC=C8)=N[S](=O)(=O)C(F)(F)F)OC9=C(CC%10C=CC=CC%10=C9C%11=C(O1)C(=CC%12=CC=CC=C%11%12)C%13=CC=CC=C%13)C%14=CC=CC=C%14,2016814-95-0,,MeCN,CC#N,4.5,leito_acids
970,174788-95-5,FC(F)(F)[S](=O)(=O)N=[S](=O)(N[S](=O)(=O)C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,174788-95-5,-,MeCN,CC#N,4,Ejoc202001649-sup-00001-misc_information.pdf
1133,174788-95-5,FC(F)(F)[S](=O)(=O)N=[S](=O)(N[S](=O)(=O)C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,174788-95-5,-,DCE,C(CCl)Cl,37.1,Ejoc202001649-sup-00001-misc_information.pdf
1559,4-Cl-C6H4SO(=NTf)NHSO2C6H4-4-Cl,FC(F)(F)[S](=O)(=O)N=[S](=O)(N[S](=O)(=O)C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,174788-95-5,,MeCN,CC#N,4.03,leito_acids
1604,4-Cl-C6H4SO(=NTf)NHSO2C6H4-4-Cl,FC(F)(F)[S](=O)(=O)N=[S](=O)(N[S](=O)(=O)C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,174788-95-5,,DCE,C(CCl)Cl,37.1,leito_acids
85,500721-95-9,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1,500721-95-9,"4-chloro-N,N'-bis((trifluoromethyl)sulfonyl)benzimidamide",MeCN,CC#N,5.56,MeCN_Acids_COSMO-RS_2008_Table.pdf
960,500721-95-9,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1,500721-95-9,"4-chloro-N,N'-bis((trifluoromethyl)sulfonyl)benzimidamide",MeCN,CC#N,5.2,Ejoc202001649-sup-00001-misc_information.pdf
83,500721-91-5,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=CC=C1,500721-91-5,"N,N'-bis((trifluoromethyl)sulfonyl)benzimidamide",MeCN,CC#N,6.04,MeCN_Acids_COSMO-RS_2008_Table.pdf
954,500721-91-5,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=CC=C1,500721-91-5,"N,N'-bis((trifluoromethyl)sulfonyl)benzimidamide",MeCN,CC#N,5.68,Ejoc202001649-sup-00001-misc_information.pdf
62,39062-91-4,FC(F)(F)[S](=O)(=O)NC(=O)C1=CC=CC=C1,39062-91-4,N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,11.06,MeCN_Acids_COSMO-RS_2008_Table.pdf
899,39062-91-4,FC(F)(F)[S](=O)(=O)NC(=O)C1=CC=CC=C1,39062-91-4,N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,11.07,Ejoc202001649-sup-00001-misc_information.pdf
1645,CF3-TCNP,FC(F)(F)C(C(C#N)C#N)=C(C#N)C#N,1261286-81-0,,DCE,C(CCl)Cl,32.2,leito_acids
1531,Substance12,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,1261302-67-3,,MeCN,CC#N,6.7,leito_acids
938,1261302-68-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,1261302-68-4,-,MeCN,CC#N,6.69,Ejoc202001649-sup-00001-misc_information.pdf
1528,Substance10,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,1261302-68-4,,MeCN,CC#N,6.8,leito_acids
101,"2,3,4,6-Tetrakis(trifluoromethyl)-phenylmalonitrile",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",MeCN,CC#N,10.45,MeCN_Acids_COSMO-RS_2008_Table.pdf
412,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",MeCN,CC#N,10.45,DCE_2011_pKa_Table_MeCN.pdf
487,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",MeCN,CC#N,10.45,a_unified_view_to_bronsted_acidity_scales.pdf
676,"2,3,4,6-(CF3)4-C6H-CH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",MeCN,CC#N,10.42,pKa_values_of_acids_in_acetonitrile.pdf
905,1018330-49-8,FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",MeCN,CC#N,10.42,Ejoc202001649-sup-00001-misc_information.pdf
1115,1018330-49-8,FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",DCE,C(CCl)Cl,44.2,Ejoc202001649-sup-00001-misc_information.pdf
1503,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",MeCN,CC#N,10.45,leito_acids
1586,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",DCE,C(CCl)Cl,44.2,leito_acids
100,Pentakis(trifluoromethyl)-phenylmalonitrile,FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,-,"2-[2,3,4,5,6-pentakis(trifluoromethyl)phenyl]propanedinitrile",MeCN,CC#N,8.86,MeCN_Acids_COSMO-RS_2008_Table.pdf
1638,"3,5-(CF3)5-C6H3-TCNP",FC(F)(F)C1=CC(=CC(=C1)C(C(C#N)C#N)=C(C#N)C#N)C(F)(F)F,1261286-79-6,,DCE,C(CCl)Cl,33,leito_acids
1565,DSI C-1,FC(F)(F)C1=CC(=CC(=C1)C2=C3C(=C4C=CC=CC4C2)C5=C6C=CC=CC6=CC(=C5[S](=O)(=O)N[S]3(=O)=O)C7=CC(=CC(=C7)C(F)(F)F)C(F)(F)F)C(F)(F)F,1242421-77-7,,MeCN,CC#N,8.4,leito_acids
1628,3-CF3-C6H4-TCNP,FC(F)(F)C1=CC(=CC=C1)C(C(C#N)C#N)=C(C#N)C#N,2226486-85-5Ê,,DCE,C(CCl)Cl,34.3,leito_acids
432,C6F5SO2NHSO2C6H4-4-Cl,FC1=C(F)C(=C(C(=C1F)F)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(Cl)C=C2)F,1171188-85-4,"N-((4-chlorophenyl)sulfonyl)-2,3,4,5,6-pentafluorobenzenesulfonamide",MeCN,CC#N,7.57,DCE_2011_pKa_Table_MeCN.pdf
704,C6F5SO2NHSO2C6H4-4-Cl,FC1=C(F)C(=C(C(=C1F)F)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(Cl)C=C2)F,1171188-85-4,"N-((4-chlorophenyl)sulfonyl)-2,3,4,5,6-pentafluorobenzenesulfonamide",MeCN,CC#N,7.55,pKa_values_of_acids_in_acetonitrile.pdf
933,1171188-85-4,FC1=C(F)C(=C(C(=C1F)F)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(Cl)C=C2)F,1171188-85-4,"N-((4-chlorophenyl)sulfonyl)-2,3,4,5,6-pentafluorobenzenesulfonamide",MeCN,CC#N,7.55,Ejoc202001649-sup-00001-misc_information.pdf
1524,C6F5SO2NHSO2C6H4-4-Cl,FC1=C(F)C(=C(C(=C1F)F)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(Cl)C=C2)F,1171188-85-4,"N-((4-chlorophenyl)sulfonyl)-2,3,4,5,6-pentafluorobenzenesulfonamide",MeCN,CC#N,7.57,leito_acids
227,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",MeCN,CC#N,18.14,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
251,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",DCE,C(CCl)Cl,52.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
259,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",DMSO,CS(=O)C,4.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
307,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",Heptane,CCCCCCC,-1.39,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
310,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",DME,COCCOC.COCCOC,3.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
472,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",MeCN,CC#N,18.14,a_unified_view_to_bronsted_acidity_scales.pdf
