,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
3718,Nc1ccc(S(=O)(=O)[N-]c2ccc([N+](=O)[O-])cc2)cc1,0,0,0,7.00,['7.00'],0
3719,Nc1ccc(S(=O)(=O)[N-]c2ccc(Br)cn2)cc1,0,0,0,6.98,['6.98'],0
3720,Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)cn2)cc1,0,0,0,6.96,['6.96'],0
3721,Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)nc2)cc1,0,0,0,7.10,['7.10'],0
3722,Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)nn2)cc1,0,0,0,6.10,['6.10'],0
3723,Nc1ccc(S(=O)(=O)[O-])cc1,0,0,0,3.23,['3.23'],0
3724,Clc1ccc(N2CC[NH2+]CC2)cc1,0,0,0,8.90,['8.90'],0
3725,Fc1ccc(N2CC[NH2+]CC2)cc1,0,0,0,8.98,['8.98'],0
3726,Brc1ccc([NH+]=C2NCCN2)cc1,0,0,0,9.65,['9.65'],0
3727,NC(=[NH2+])Nc1ccc(Cl)cc1,0,0,0,10.60,['10.60'],0
3728,NC(=[NH2+])Nc1ccc([N+](=O)[O-])cc1,0,0,0,9.13,['9.13'],0
3729,O=C([O-])CCC(=O)Nc1ccc(S(=O)(=O)[N-]c2nccs2)cc1,0,0,0,4.50,['4.50'],0
3730,O=C(C[NH+]1CCCCC1)Nc1ccc(Cl)cc1,0,0,0,8.00,['8.00'],0
3731,O=C(C[NH+]1CCCCC1)Nc1ccc([N+](=O)[O-])cc1,0,0,0,7.69,['7.69'],0
3732,NC(=[NH2+])NC(=O)Nc1ccc(Cl)cc1,0,0,0,7.36,['7.36'],0
3733,N#CC(C#N)=NNc1ccc(Cl)cc1,0,0,0,6.15,['6.15'],0
3734,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,0,0,0,6.00,['6.00'],0
3735,O=S(=O)([N-]c1ccc(Cl)cc1)C(F)(F)F,0,0,0,3.90,['3.90'],0
3736,Oc1ccc(Br)cc1,0,0,0,8.94,['8.94'],0
3737,Oc1ccc(I)cc1,0,0,0,9.22,['9.22'],0
3738,O=S(=O)([O-])c1ccc([O-])cc1,0,0,0,9.05,['9.05'],0
3739,O=C([O-])COc1ccc(Br)cc1,0,0,0,3.13,['3.13'],0
3740,O=C([O-])COc1ccc(Cl)cc1,0,0,0,3.10,['3.10'],0
3741,O=C([O-])COc1ccc(F)cc1,0,0,0,3.12,['3.12'],0
3742,O=C([O-])COc1ccc(I)cc1,0,0,0,3.16,['3.16'],0
3743,[O-]P(O)c1ccc(Br)cc1,0,0,0,2.10,['2.10'],0
3744,NS(=O)(=O)c1ccc(S(=O)(=O)CC(O)CO)cc1,0,0,0,9.35,['9.35'],0
3745,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,0,0,0,9.60,['9.60'],0
3746,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,0,0,0,8.98,['8.98'],0
3747,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,0,0,0,9.38,['9.38'],0
3748,NS(=O)(=O)c1ccc(Cl)cc1,0,0,0,9.95,['9.95'],0
3749,O=C([N-]S(=O)(=O)c1ccc(Cl)cc1)NC1CCCCC1,0,0,0,4.78,['4.78'],0
3750,O=C([N-]S(=O)(=O)c1ccc(Cl)cc1)N[NH+]1CCCCC1,0,0,0,5.68,['5.68'],0
3751,O=C([N-]S(=O)(=O)c1ccc(Cl)cc1)N[NH+]1CCCCCC1,0,0,0,5.94,['5.94'],0
3752,O=S([O-])c1ccc(Br)cc1,0,0,0,1.89,['1.89'],0
3753,O=S([O-])c1ccc(Cl)cc1,0,0,0,1.81,['1.81'],0
3754,NS(=O)(=O)c1ccc(SCCCCCO)cc1,0,0,0,9.25,['9.25'],0
3755,NS(=O)(=O)c1ccc(SCCCCO)cc1,0,0,0,10.17,['10.17'],0
3756,NS(=O)(=O)c1ccc(SCCCO)cc1,0,0,0,10.23,['10.23'],0
3757,NS(=O)(=O)c1ccc(SCCO)cc1,0,0,0,9.27,['9.27'],0
3758,Nc1ccc(-c2[nH]c([N+](=O)[O-])c[nH+]2)cc1,0,0,0,9.00,['9.00'],0
3759,O=C([O-])COc1ccc(-c2ccc(Cl)cc2Cl)cc1,0,0,0,3.00,['3.00'],0
3760,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,0,0,0,7.50,['7.50'],0
3761,Nc1nnnn1-c1ccc(Cl)cc1,0,0,0,0.78,['0.78'],0
3762,Nc1nnnn1-c1ccc([N+](=O)[O-])cc1,0,0,0,0.34,['0.34'],0
3763,Brc1cccnc1,0,0,0,2.84,['2.84'],0
3764,O=C([O-])C=CC(=O)c1cccnc1,0,0,0,3.82,['3.82'],0
3765,O=C(NO)c1cccnc1,0,0,0,8.30,['8.30'],0
3766,Oc1ccc(C(c2ccc(O)cc2)c2cccnc2)cc1,0,0,0,9.54,['9.54'],0
3767,C1=C(c2cccnc2)[NH2+]CC1,0,0,0,4.50,['4.50'],0
3768,c1cncc(C2CCC[NH2+]2)c1,0,0,0,9.00,['9.00'],0
3769,[NH3+]CCCCCc1cccnc1,0,0,0,10.34,['10.34'],0
3770,[NH3+]CCCCc1cccnc1,0,0,0,10.16,['10.16'],0
3771,[NH3+]CCCc1cccnc1,0,0,0,10.05,['10.05'],0
3772,Ic1cccnc1,0,0,0,3.25,['3.25'],0
3773,O=S(=O)([O-])c1cccnc1,0,0,0,2.90,['2.90'],0
3774,O=C(c1ccc2n1CCC2C(=O)[O-])C1CCC1,0,0,0,3.54,['3.54'],0
3775,Clc1cccc(Cl)n1,0,0,0,0.36,['0.36'],0
3776,Clc1ccc(Cl)c(Cl)n1,0,0,0,-0.63,['-0.63'],0
3777,Nc1ccc2nccnc2n1,0,0,0,4.25,['4.25'],0
3778,Clc1ccc(Cl)nc1,0,0,0,2.62,['2.62'],0
3779,N#CC(=NO)c1ccco1,0,0,0,6.44,['6.44'],0
3780,O=C(C(=NO)c1ccco1)c1ccco1,0,0,0,9.18,['9.18'],0
3781,O=C1C(=NO)SCCN1Cc1ccco1,0,0,0,10.47,['10.47'],0
3782,c1coc(CNc2ncnc3[nH]ncc23)c1,0,0,0,3.97,['3.97'],0
3783,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,0,0,0,3.90,['3.90'],0
3784,Nc1ncnc2c1nnn2Cc1ccco1,0,0,0,2.60,['2.60'],0
3785,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,0,0,0,7.10,['7.10'],0
3786,O=C(C=C(S)c1cccs1)C(F)(F)F,0,0,0,5.53,['5.53'],0
3787,O=C(CC(=O)C(F)(F)F)c1cccs1,0,0,0,6.20,['6.20'],0
3788,c1csc(C2([NH+]3CCCCC3)CCCCC2)c1,0,0,0,7.81,['7.81'],0
3789,c1csc(C23CCC[NH+]2CCO3)c1,0,0,0,9.56,['9.56'],0
3790,c1csc(C2CCC[NH2+]2)c1,0,0,0,9.35,['9.35'],0
3791,NC(=[NH2+])NN=Cc1cccs1,0,0,0,8.48,['8.48'],0
3792,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,0,0,0,8.67,['8.67'],0
3793,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1,0,0,0,8.32,['8.32'],0
3794,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1,0,0,0,8.65,['8.65'],0
3795,NS(=O)(=O)c1ccc(SCCCCO)s1,0,0,0,9.50,['9.50'],0
3796,NS(=O)(=O)c1ccc(SCCCO)s1,0,0,0,9.32,['9.32'],0
3797,NS(=O)(=O)c1ccc(SCCO)s1,0,0,0,9.46,['9.46'],0
3798,Nc1ccc2c(c1)Cc1ccc(O)cc1-2,0,0,0,4.63,['4.63'],0
3799,Nc1ccc2c(c1)Cc1cc(O)ccc1-2,0,0,0,4.88,['4.88'],0
3800,NC(=O)CC[NH+]1CCc2cccc(Cl)c2CC1,0,0,0,6.75,['6.75'],0
3801,NC(=O)NCC[NH+]1CCc2cccc(Cl)c2CC1,0,0,0,7.57,['7.57'],0
3802,Clc1cccc2c1CC[NH2+]CC2,0,0,0,9.36,['9.36'],0
3803,Nc1c2c([nH+]c3cccc(Cl)c13)CCCC2,0,0,0,9.30,['9.30'],0
3804,Nc1c2c([nH+]c3cccc(Cl)c13)OCCC2,0,0,0,6.60,['6.60'],0
3805,O=C([O-])Cn1c(=O)sc2cccc(Cl)c21,0,0,0,3.00,['3.00'],0
3806,FC(F)(F)c1nc2c(Cl)cccc2[nH]1,0,0,0,8.20,['8.20'],0
3807,Nc1c2c([nH+]c3cccc(F)c13)CCCC2,0,0,0,9.10,['9.10'],0
3808,Nc1c2c([nH+]c3cccc(F)c13)OCCC2,0,0,0,6.90,['6.90'],0
3809,O=[N+]([O-])c1cccc2[nH]cnc12,0,0,0,3.33,['3.33'],0
3810,Nc1cccc2c1CCCC2,0,0,0,4.47,['4.47'],0
3811,c1cc2c(c([NH+]=C3NCCN3)c1)CCCC2,0,0,0,10.66,['10.66'],0
3812,Nc1ccc2c(c1)Cc1cccc(O)c1-2,0,0,0,4.73,['4.73'],0
3813,Oc1cccc2c1CCCC2,0,0,0,10.34,['10.34'],0
3814,Oc1ncnc2cccnc12,0,0,0,8.98,['8.98'],0
3815,Clc1c(Cl)c2cccnc2c2ncccc12,0,0,0,3.45,['3.45'],0
3816,Nc1c2c([nH+]c3ncccc13)CCCC2,0,0,0,8.80,['8.80'],0
3817,Nc1c2c([nH+]c3ncccc13)OCCC2,0,0,0,6.40,['6.40'],0
3818,Clc1nc2ccc3c(c2[nH]1)CCCC3,0,0,0,2.54,['2.54'],0
3819,c1cc2snnc2c2c1CC[NH2+]C2,0,0,0,8.40,['8.40'],0
3820,Oc1c(Br)cc(Br)c2cccnc12,0,0,0,7.30,['7.30'],0
3821,Oc1c(I)cc(Cl)c2cccnc12,0,0,0,7.90,['7.90'],0
3822,Oc1c(I)cc(I)c2cccnc12,0,0,0,8.00,['8.00'],0
3823,Clc1ccnc2ccc(Br)cc12,0,0,0,2.83,['2.83'],0
3824,OCCC1CC[NH+](CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,0,6.63,['6.63'],0
3825,OCC[NH+]1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,0,6.94,['6.94'],0
3826,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,0,0,0,1.98,['1.98'],0
3827,O=[N+]([O-])c1c[nH+]c(C=Cc2ccc3c(c2)OCO3)n1CCO,0,0,0,2.73,['2.73'],0
3828,[NH3+]Cc1ccc2c(c1)OCO2,0,0,0,9.37,['9.37'],0
3829,Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1,0,0,0,7.20,['7.20'],0
3830,O=C1CC(C(=O)[O-])Oc2ccc(Cl)cc21,0,0,0,3.90,['3.90'],0
3831,O=C(C[NH+]1CCCC1)NC1COc2ccc(Cl)cc21,0,0,0,8.10,['8.10'],0
3832,O=C(C[NH+]1CCCCC1)NC1COc2ccc(Cl)cc21,0,0,0,7.70,['7.70'],0
3833,O=C(C[NH+]1CCOCC1)NC1COc2ccc(Cl)cc21,0,0,0,5.20,['5.20'],0
3834,O=C([O-])C1Cc2cc(Cl)ccc2O1,0,0,0,4.36,['4.36'],0
3835,O=C([O-])C1CCc2cc(Cl)ccc2O1,0,0,0,4.26,['4.26'],0
3836,O=c1[nH]c2cc(Cl)ccc2o1,0,0,0,8.30,['8.30'],0
3837,Clc1ccc2nccc(Cl)c2c1,0,0,0,2.81,['2.81'],0
3838,Nc1cc2cc(Cl)ccc2nn1,0,0,0,3.24,['3.24'],0
3839,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CC[NH+](CCO)CC1,0,0,0,6.60,['6.60'],0
3840,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CC[NH+](CCOS(=O)(=O)[O-])CC1,0,0,0,10.05,['10.05'],0
3841,O=c1nc2n(CCC[NH+]3CCCCC3)c3cc(Cl)ccc3nc-2c(=O)[nH]1,0,0,0,9.00,['9.00'],0
3842,FC(F)(F)c1nc2cc(Cl)ccc2[nH]1,0,0,0,8.95,['8.95'],0
3843,NS(=O)(=O)c1nc2ccc(Cl)cc2s1,0,0,0,7.72,['7.72'],0
3844,Fc1ccc2nccc(Cl)c2c1,0,0,0,2.95,['2.95'],0
3845,O=C1CC2OCC=C3C[NH+]4CCC56c7cc([N+](=O)[O-])ccc7N1C5C2C3CC46,0,0,0,7.82,['7.82'],0
3846,O=[N+]([O-])c1ccc2ncncc2c1,0,0,0,4.16,['4.16'],0
3847,O=[N+]([O-])c1ccc2[nH]c(C(F)(F)F)nc2c1,0,0,0,6.75,['6.75'],0
3848,Nc1ccc2c(c1)CCC2,0,0,0,5.31,['5.31'],0
3849,Nc1ccc2c(c1)CCCC2,0,0,0,5.17,['5.17'],0
3850,Nc1ccc2nc3ccc(N)cc3cc2c1,0,0,0,6.14,['6.14'],0
3851,Nc1ccc2[nH]ncc2c1,0,0,0,5.12,['5.12'],0
3852,Nc1ccc2ncncc2c1,0,0,0,3.28,['3.28'],0
3853,Nc1ccc2nc3cc(N)ccc3nc2c1,0,0,0,4.59,['4.59'],0
3854,Nc1ccc2nccnc2c1,0,0,0,2.92,['2.92'],0
3855,Oc1ccc2c(c1)CCC2,0,0,0,10.32,['10.32'],0
3856,Oc1ccc2c(c1)CCCC2,0,0,0,10.48,['10.48'],0
3857,[NH3+]C(Cc1c[nH]c2ccc(O)cc12)C(=O)[O-],0,0,0,9.39,['9.39'],0
3858,[NH3+]CCc1csc2ccc(O)cc12,0,0,0,9.60,['9.60'],0
3859,Nc1cc[nH+]c2ccc3ncccc3c12,0,0,0,7.30,['7.30'],0
3860,Nc1cccc2c(Cl)cccc12,0,0,0,3.34,['3.34'],0
3861,Nc1cccc2c([N+](=O)[O-])cccc12,0,0,0,2.73,['2.73'],0
3862,Nc1cccc2c(N)cccc12,0,0,0,4.21,['4.21'],0
3863,Nc1cccc2c(O)cccc12,0,0,0,3.96,['3.96'],0
3864,Nc1cccc2c(S(=O)(=O)[O-])cccc12,0,0,0,3.69,['3.69'],0
3865,O=S(=O)([O-])c1cccc2c(O)cccc12,0,0,0,9.00,['9.00'],0
3866,Brc1cccc2ncccc12,0,0,0,3.62,['3.62'],0
3867,Clc1cccc2ncccc12,0,0,0,3.65,['3.65'],0
3868,Fc1cccc2ncccc12,0,0,0,3.82,['3.82'],0
3869,O=[N+]([O-])c1cccc2ncccc12,0,0,0,2.69,['2.69'],0
3870,c1cnc2cccnc2c1,0,0,0,2.84,['2.84'],0
3871,Clc1ccnc2c1ccc1c(Cl)ccnc12,0,0,0,3.01,['3.01'],0
3872,Clc1ccnc2cc(Br)ccc12,0,0,0,2.83,['2.83'],0
3873,Clc1ccc2c(Cl)ccnc2c1,0,0,0,2.80,['2.80'],0
3874,Nc1cc[nH+]c2cc(Cl)ccc12,0,0,0,8.23,['8.23'],0
3875,Fc1ccc2c(Cl)ccnc2c1,0,0,0,3.04,['3.04'],0
3876,Nc1ccc2nnccc2c1,0,0,0,5.03,['5.03'],0
3877,O=[N+]([O-])c1cccc2ncncc12,0,0,0,3.73,['3.73'],0
3878,c1cnc2nccnc2c1,0,0,0,1.20,['1.20'],0
3879,c1cnc2c(c1)c1c(c3cccnc32)CCCC1,0,0,0,5.28,['5.28'],0
3880,c1nc2c(ccc3c4c(cnc32)CCCC4)c2c1CCCC2,0,0,0,6.21,['6.21'],0
3881,Nc1cccc2c1ccc1ncccc12,0,0,0,5.16,['5.16'],0
3882,Clc1cc2cccnc2c2ncccc12,0,0,0,4.24,['4.24'],0
3883,O=[N+]([O-])c1cc2cccnc2c2ncccc12,0,0,0,3.55,['3.55'],0
3884,Nc1ccc2c([N+](=O)[O-])cccc2c1,0,0,0,3.01,['3.01'],0
3885,Nc1cccc2cc(Cl)ccc12,0,0,0,3.48,['3.48'],0
3886,Nc1cccc2cc([N+](=O)[O-])ccc12,0,0,0,2.89,['2.89'],0
3887,Nc1cccc2cc(O)ccc12,0,0,0,3.97,['3.97'],0
3888,Nc1cccc2cc(S(=O)(=O)[O-])ccc12,0,0,0,3.80,['3.80'],0
3889,Nc1ccc2c(O)cccc2c1,0,0,0,4.07,['4.07'],0
3890,Nc1ccc2c(S(=O)(=O)[O-])cccc2c1,0,0,0,3.96,['3.96'],0
3891,Brc1ccc2ncccc2c1,0,0,0,3.91,['3.91'],0
3892,Clc1ccc2ncccc2c1,0,0,0,3.66,['3.66'],0
3893,Fc1ccc2ncccc2c1,0,0,0,4.15,['4.15'],0
3894,Nc1ccc2ncccc2c1,0,0,0,5.59,['5.59'],0
3895,O=[N+]([O-])c1ccc2ncccc2c1,0,0,0,2.72,['2.72'],0
3896,Brc1cnc2c(ccc3cc(Br)cnc32)c1,0,0,0,3.88,['3.88'],0
3897,Nc1ccc2cccc([N+](=O)[O-])c2c1,0,0,0,2.73,['2.73'],0
3898,Nc1cccc2ccc(Cl)cc12,0,0,0,3.48,['3.48'],0
3899,Nc1cccc2ccc([N+](=O)[O-])cc12,0,0,0,2.55,['2.55'],0
3900,Nc1cccc2ccc(S(=O)(=O)[O-])cc12,0,0,0,3.66,['3.66'],0
3901,Nc1ccc2cccc(S(=O)(=O)[O-])c2c1,0,0,0,3.89,['3.89'],0
3902,Brc1ccc2cccnc2c1,0,0,0,3.87,['3.87'],0
3903,O=C([O-])c1ccc2cccnc2c1,0,0,0,4.97,['4.97'],0
3904,FC(F)(F)c1ccc2cccnc2c1,0,0,0,3.16,['3.16'],0
3905,Clc1ccc2cccnc2c1,0,0,0,3.85,['3.85'],0
3906,Fc1ccc2cccnc2c1,0,0,0,4.17,['4.17'],0
3907,Nc1ccc2cccnc2c1,0,0,0,6.61,['6.61'],0
3908,O=[N+]([O-])c1ccc2cccnc2c1,0,0,0,2.40,['2.40'],0
3909,O=c1cc[nH]c2c1ccc1cccnc12,0,0,0,2.17,['2.17'],0
3910,Nc1cccc2ccc3ncccc3c12,0,0,0,4.99,['4.99'],0
3911,Brc1ccnc2c1ccc1cccnc12,0,0,0,4.01,['4.01'],0
3912,N#Cc1ccnc2c1ccc1cccnc12,0,0,0,3.56,['3.56'],0
3913,Clc1ccnc2c1ccc1cccnc12,0,0,0,4.30,['4.30'],0
3914,Oc1ccnc2c1ccc1cccnc12,0,0,0,2.17,['2.17'],0
3915,c1cnc2c(c1)ccc1c3c(cnc12)CCC3,0,0,0,5.76,['5.76'],0
3916,c1cnc2c(c1)ccc1c3c(cnc12)CCCC3,0,0,0,5.64,['5.64'],0
3917,Clc1cnc2c(ccc3cccnc32)c1,0,0,0,3.97,['3.97'],0
3918,Nc1ccc2ccc3cccc4ccc1c2c34,0,0,0,2.91,['2.91'],0
3919,Nc1cc2cccc3ccc4cccc1c4c32,0,0,0,3.23,['3.23'],0
3920,Nc1cccc2cccc([N+](=O)[O-])c12,0,0,0,2.79,['2.79'],0
3921,Nc1cccc2cccc(S(=O)(=O)[O-])c12,0,0,0,5.03,['5.03'],0
3922,c1cc2cccc3[nH+]c[nH]c(c1)c23,0,0,0,6.35,['6.35'],0
3923,Brc1cccc2cccnc12,0,0,0,3.13,['3.13'],0
3924,Clc1cccc2cccnc12,0,0,0,3.12,['3.12'],0
3925,Fc1cccc2cccnc12,0,0,0,3.21,['3.21'],0
3926,Nc1cccc2cccnc12,0,0,0,3.95,['3.95'],0
3927,O=[N+]([O-])c1cccc2cccnc12,0,0,0,2.55,['2.55'],0
3928,c1cnc2ncccc2c1,0,0,0,3.36,['3.36'],0
3929,Nc1cccc2ccncc12,0,0,0,6.04,['6.04'],0
3930,O=[N+]([O-])c1cccc2ccncc12,0,0,0,3.55,['3.55'],0
3931,c1cc2ccc3ccncc3c2cn1,0,0,0,3.10,['3.10'],0
3932,c1cnc2cnccc2c1,0,0,0,3.61,['3.61'],0
3933,Nc1cccc2ccnnc12,0,0,0,3.66,['3.66'],0
3934,Nc1cccc2cn[nH]c12,0,0,0,3.02,['3.02'],0
3935,Nc1ccc2cn[nH]c2c1,0,0,0,3.99,['3.99'],0
3936,Nc1cccc2cnccc12,0,0,0,5.57,['5.57'],0
3937,O=[N+]([O-])c1cccc2cnccc12,0,0,0,3.49,['3.49'],0
3938,Nc1ccc2cnccc2c1,0,0,0,7.16,['7.16'],0
3939,O=[N+]([O-])c1ccc2cnccc2c1,0,0,0,3.43,['3.43'],0
3940,c1cnc2ccncc2c1,0,0,0,3.76,['3.76'],0
3941,Nc1cccc2cncnc12,0,0,0,2.80,['2.80'],0
3942,O=[N+]([O-])c1cccc2cncnc12,0,0,0,3.98,['3.98'],0
3943,Nc1ccc2cncnc2c1,0,0,0,4.59,['4.59'],0
3944,O=[N+]([O-])c1ccc2cncnc2c1,0,0,0,4.03,['4.03'],0
3945,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,0,0,0,3.40,['3.40'],0
3946,N#Cc1ccccc1C(=O)[O-],0,0,0,3.14,['3.14'],0
3947,N#Cc1ccccc1OCC(=O)[O-],0,0,0,2.97,['2.97'],0
3948,NC(=O)c1ccccc1C(=O)[O-],0,0,0,3.75,['3.75'],0
3949,NC(=O)c1ccccc1O,0,0,0,8.41,['8.41'],0
3950,O=C(NO)c1ccccc1O,0,0,0,7.43,['7.43'],0
3951,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1Br,0,0,0,7.92,['7.92'],0
3952,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1I,0,0,0,7.91,['7.91'],0
3953,O=C([O-])c1ccccc1Cl,0,0,0,3.88,['3.88'],0
3954,O=C([O-])c1ccccc1F,0,0,0,4.26,['4.26'],0
3955,O=C([O-])c1ccccc1I,0,0,0,3.83,['3.83'],0
3956,O=C([O-])c1ccccc1[N+](=O)[O-],0,0,0,2.88,['2.88'],0
3957,N#CCNc1ccccc1C(=O)[O-],0,0,0,3.40,['3.40'],0
3958,NC(=O)CNc1ccccc1C(=O)[O-],0,0,0,4.20,['4.20'],0
3959,O=C([O-])c1ccccc1NCCO,0,0,0,5.00,['5.00'],0
3960,O=C([O-])c1ccccc1Nc1cccc(Cl)c1,0,0,0,4.81,['4.81'],0
3961,Nc1cccc(Nc2ccccc2C(=O)[O-])c1,0,0,0,4.54,['4.54'],0
3962,O=C([O-])c1ccccc1Nc1cccc([N+](=O)[O-])c1,0,0,0,4.46,['4.46'],0
3963,O=C([O-])c1ccccc1Nc1cccc(O)c1,0,0,0,4.35,['4.35'],0
3964,O=C([O-])c1ccccc1Nc1cccc(S(=O)(=O)[O-])c1,0,0,0,4.31,['4.31'],0
3965,O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)[O-],0,0,0,4.33,['4.33'],0
3966,NC(=O)C(CC[NH+]1CCCCC1)c1ccccc1Cl,0,0,0,9.20,['9.20'],0
3967,FC(F)(F)c1ccccc1[NH+]=C1NCCN1,0,0,0,8.80,['8.80'],0
3968,N#CC(C#N)=NNc1ccccc1C(F)(F)F,0,0,0,5.00,['5.00'],0
3969,[O-]c1ccccc1C(F)(F)F,0,0,0,8.08,['8.08'],0
3970,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,0,0,0,2.50,['2.50'],0
3971,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,0,0,0,2.60,['2.60'],0
3972,O=C([O-])c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,0,0,0,9.95,['9.95'],0
3973,Nc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,0,0,0,9.65,['9.65'],0
3974,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,0,0,0,2.26,['2.26'],0
3975,O=C1CN=C(c2ccccc2F)c2cc(I)ccc2N1CC(O)CO,0,0,0,2.31,['2.31'],0
3976,O=C1CN=C(c2ccccc2F)c2cc(Cl)c(Cl)cc2N1,0,0,0,2.26,['2.26'],0
3977,O=C1CN=C(c2ccccc2Br)c2cc(Cl)ccc2N1,0,0,0,2.09,['2.09'],0
3978,O=C1CN=C(c2ccccc2C(F)(F)F)c2cc(Cl)ccc2N1,0,0,0,1.73,['1.73'],0
3979,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,0,0,0,2.17,['2.17'],0
3980,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,0,0,0,2.57,['2.57'],0
3981,O=C1CN=C(c2ccccc2[N+](=O)[O-])c2cc([N+](=O)[O-])ccc2N1,0,0,0,0.92,['0.92'],0
3982,O=C1CN=C(c2ccccc2C(F)(F)F)c2ccccc2N1,0,0,0,2.39,['2.39'],0
3983,O=C([O-])C=Cc1ccccc1Br,0,0,0,4.21,['4.21'],0
3984,O=C([O-])C=Cc1ccccc1Cl,0,0,0,4.20,['4.20'],0
3985,O=C([O-])C=Cc1ccccc1[N+](=O)[O-],0,0,0,4.15,['4.15'],0
3986,O=C([O-])C=Cc1ccccc1O,0,0,0,4.59,['4.59'],0
3987,NC(=[NH2+])NN=Cc1ccccc1[N+](=O)[O-],0,0,0,7.95,['7.95'],0
3988,NC(=O)NN=Cc1ccccc1[N+](=O)[O-],0,0,0,-1.20,['-1.20'],0
3989,NC(=O)NN=Cc1ccccc1O,0,0,0,-1.30,['-1.30'],0
3990,ON=Cc1ccccc1O,0,0,0,7.40,['7.40'],0
3991,O=C([O-])Cc1ccccc1Br,0,0,0,4.05,['4.05'],0
3992,O=C([O-])Cc1ccccc1Cl,0,0,0,4.07,['4.07'],0
3993,O=C([O-])Cc1ccccc1I,0,0,0,4.04,['4.04'],0
3994,O=C([O-])Cc1ccccc1[N+](=O)[O-],0,0,0,4.00,['4.00'],0
3995,O=C([O-])Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,0,0,0,4.40,['4.40'],0
3996,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Br,0,0,0,4.20,['4.20'],0
3997,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,0,0,0,4.15,['4.15'],0
3998,O=C([O-])Cc1ccccc1Nc1c(F)cccc1F,0,0,0,4.09,['4.09'],0
3999,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1I,0,0,0,4.24,['4.24'],0
4000,O=C([O-])Cc1ccccc1Nc1cc(Cl)cc(Cl)c1,0,0,0,4.31,['4.31'],0
4001,O=C([O-])Cc1ccccc1Nc1cc(Cl)ccc1Cl,0,0,0,4.10,['4.10'],0
4002,O=C([O-])Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,0,0,0,4.30,['4.30'],0
4003,O=C([O-])Cc1ccccc1Nc1cccc(Cl)c1Cl,0,0,0,4.20,['4.20'],0
4004,O=C([O-])Cc1ccccc1Oc1ccc(Cl)cc1Cl,0,0,0,4.53,['4.53'],0
4005,O=C([O-])CCc1ccccc1Cl,0,0,0,4.58,['4.58'],0
4006,O=C([O-])CCc1ccccc1[N+](=O)[O-],0,0,0,4.50,['4.50'],0
4007,[NH3+]Cc1ccccc1Cl,0,0,0,5.20,['5.20'],0
4008,OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,0,0,0,9.65,['9.65'],0
4009,Oc1ccccc1Cc1ccccc1O,0,0,0,10.00,['10.00'],0
4010,O=[N+]([O-])c1ccccc1[O-],0,0,0,7.17,['7.17'],0
4011,O=C([O-])COc1ccccc1[N+](=O)[O-],0,0,0,2.90,['2.90'],0
4012,Brc1ccccc1N(CC1CC1)C1=[NH+]CCN1,0,0,0,11.20,['11.20'],0
