,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
2503,COc1ccccc1C[NH2+]C(Cc1ccccc1)Cc1ccccc1,O,0,0,6.7,['6.70'],['pKa_prospector']
2504,COc1ccccc1COC(O)C[NH2+]CCOc1ccc(O)c(C(N)=O)c1,O,0,0,8.8,['8.80'],['pKa_prospector']
2505,COc1ccccc1N1CC[NH2+]CC1,O,0,0,9.37,['9.37'],['pKa_prospector']
2506,COc1ccccc1NC(=O)OCC[NH+]1CCCCC1,O,0,0,8.86,['8.86'],['pKa_prospector']
2507,COc1ccccc1NCCO,O,0,0,4.4,['4.40'],['pKa_prospector']
2508,COc1ccccc1[N-]S(=O)(=O)c1ccc(N)cc1,O,0,0,9.4,['9.40'],['pKa_prospector']
2509,COc1ccccc1OCC(=O)[O-],O,0,0,3.23,['3.23'],['pKa_prospector']
2510,COc1ccccc1-c1nnn[n-]1,O,0,0,5.92,['5.92'],['pKa_prospector']
2511,COc1ccnc2c1ccc1c(OC)ccnc12,O,0,0,6.43,['6.43'],['pKa_prospector']
2512,COc1ccnc2ccccc12,O,0,0,6.45,['6.45'],['pKa_prospector']
2513,COc1cnc([N-]S(=O)(=O)c2ccc(N)cc2)nc1,O,0,0,6.78,['6.78'],['pKa_prospector']
2514,COc1cnc2ncncc2n1,O,0,0,3.57,['3.57'],['pKa_prospector']
2515,COc1cnc2ccccc2n1,O,0,0,0.28,['0.28'],['pKa_prospector']
2516,COc1cnc2cncnc2n1,O,0,0,1.64,['1.64'],['pKa_prospector']
2517,COc1cnnc2ccccc12,O,0,0,3.15,['3.15'],['pKa_prospector']
2518,COc1nc(O)c2nccnc2n1,O,0,0,-0.93,['-0.93'],['pKa_prospector']
2519,COc1ncc2nccnc2n1,O,0,0,2.1,['2.10'],['pKa_prospector']
2520,COc1ncc2ccccc2n1,O,0,0,1.31,['1.31'],['pKa_prospector']
2521,CS(=O)(=O)CC(=O)C=NO,O,0,0,7.46,['7.46'],['pKa_prospector']
2522,CS(=O)(=O)CC(=O)[O-],O,0,0,2.36,['2.36'],['pKa_prospector']
2523,CS(=O)(=O)CCNCc1cc2cc(S(N)(=O)=O)sc2s1,O,0,0,5.2,['5.20'],['pKa_prospector']
2524,CS(=O)(=O)NCC[NH+]1CCc2cccc(Cl)c2CC1,O,0,0,7.75,['7.75'],['pKa_prospector']
2525,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,O,0,0,5.9,['5.90'],['pKa_prospector']
2526,CS(=O)(=O)Nc1ccccc1,O,0,0,8.85,['8.85'],['pKa_prospector']
2527,CS(=O)(=O)OCCC[NH2+]CCCOS(C)(=O)=O,O,0,0,8.77,['8.77'],['pKa_prospector']
2528,CS(=O)(=O)c1ccc(C(=O)[O-])cc1,O,0,0,4.1,['4.10'],['pKa_prospector']
2529,CS(=O)(=O)c1ccc(N)cc1,O,0,0,1.36,['1.36'],['pKa_prospector']
2530,CS(=O)(=O)c1ccc([O-])cc1,O,0,0,7.83,['7.83'],['pKa_prospector']
2531,CS(=O)(=O)c1ccc(OCC(=O)[O-])cc1,O,0,0,3.1,['3.10'],['pKa_prospector']
2532,CS(=O)(=O)c1cccc(C(=O)[O-])c1,O,0,0,4.21,['4.21'],['pKa_prospector']
2533,CS(=O)(=O)c1cccc(N)c1,O,0,0,2.56,['2.56'],['pKa_prospector']
2534,CS(=O)(=O)c1cccc(O)c1,O,0,0,8.39,['8.39'],['pKa_prospector']
2535,CS(=O)CC(=O)C=NO,O,0,0,7.74,['7.74'],['pKa_prospector']
2536,CS(=O)CC[NH2+]Cc1cc2cc(S(N)(=O)=O)sc2s1,O,0,0,5.58,['5.58'],['pKa_prospector']
2537,CSCC(=O)C=NO,O,0,0,8.16,['8.16'],['pKa_prospector']
2538,CSCC([NH3+])C(=O)[O-],O,0,0,8.75,['8.75'],['pKa_prospector']
2539,CSCCC([NH3+])C(N)=O,O,0,0,7.53,['7.53'],['pKa_prospector']
2540,CSCC[NH2+]Cc1cc2cc(S(N)(=O)=O)sc2s1,O,0,0,6.85,['6.85'],['pKa_prospector']
2541,CSc1nc2ccc3c(c2[nH]1)CCCC3,O,0,0,4.7,['4.70'],['pKa_prospector']
2542,CSc1ncnc2nccnc12,O,0,0,2.53,['2.53'],['pKa_prospector']
2543,CSc1nccc2ccccc12,O,0,0,3.89,['3.89'],['pKa_prospector']
2544,CSc1nncc2ccccc12,O,0,0,3.44,['3.44'],['pKa_prospector']
2545,CSc1cc(N)nc(N)n1,O,0,0,5.44,['5.44'],['pKa_prospector']
2546,CSc1cc2ccccc2cn1,O,0,0,3.37,['3.37'],['pKa_prospector']
2547,CSc1cnc2ccccc2c1,O,0,0,3.84,['3.84'],['pKa_prospector']
2548,CSc1ccc(N)cc1,O,0,0,4.4,['4.40'],['pKa_prospector']
2549,CSc1ccc(O)cc1,O,0,0,9.53,['9.53'],['pKa_prospector']
2550,CSc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,O,0,0,3.96,['3.96'],['pKa_prospector']
2551,CSc1ccc2c(c1)C(N1CC[NH+](CCO)CC1)CC2c1ccc(F)cc1,O,0,0,7.44,['7.44'],['pKa_prospector']
2552,CSc1ccc2ncccc2c1,O,0,0,4.71,['4.71'],['pKa_prospector']
2553,CSc1ccc2oc(N(N)CCC#N)nc2c1,O,0,0,2.42,['2.42'],['pKa_prospector']
2554,CSc1ccc2ccccc2n1,O,0,0,3.67,['3.67'],['pKa_prospector']
2555,CSc1cccc(O)c1,O,0,0,9.53,['9.53'],['pKa_prospector']
2556,CSc1cccc2ncccc12,O,0,0,4.46,['4.46'],['pKa_prospector']
2557,CSc1cccc2cccnc12,O,0,0,3.46,['3.46'],['pKa_prospector']
2558,CSc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21,O,0,0,2.65,['2.65'],['pKa_prospector']
2559,CSc1ccnc2ccccc12,O,0,0,5.85,['5.85'],['pKa_prospector']
2560,CSc1cnc2ccccc2n1,O,0,0,0.29,['0.29'],['pKa_prospector']
2561,CSc1cnc2cncnc2n1,O,0,0,2.46,['2.46'],['pKa_prospector']
2562,CSc1cnnc2ccccc12,O,0,0,3.09,['3.09'],['pKa_prospector']
2563,CSc1ncc(N)c(N)n1,O,0,0,5.03,['5.03'],['pKa_prospector']
2564,CSc1ncc2nccnc2n1,O,0,0,2.2,['2.20'],['pKa_prospector']
2565,C[N+](C)(C)CCCC(=O)[O-],O,0,0,3.94,['3.94'],['pKa_prospector']
2566,C[N+](C)(C)Cc1ccc(C(=O)[O-])cc1,O,0,0,3.25,['3.25'],['pKa_prospector']
2567,C[N+](C)(C)Cc1cccc(C(=O)[O-])c1,O,0,0,3.22,['3.22'],['pKa_prospector']
2568,C[N+](C)(C)c1ccc(C(=O)[O-])cc1,O,0,0,3.43,['3.43'],['pKa_prospector']
2569,C[N+](C)(C)c1cccc(C(=O)[O-])c1,O,0,0,3.45,['3.45'],['pKa_prospector']
2570,C[N+](C)(C)c1ccccc1C(=O)[O-],O,0,0,1.37,['1.37'],['pKa_prospector']
2571,C[n+]1cc(O)cc2ccccc21,O,0,0,5.39,['5.39'],['pKa_prospector']
2572,C[n+]1cc(O)c2ccccc2c1,O,0,0,4.9,['4.90'],['pKa_prospector']
2573,C[n+]1ccc2c(O)cccc2c1,O,0,0,6.87,['6.87'],['pKa_prospector']
2574,C[n+]1ccc2ccc(O)cc2c1,O,0,0,7.06,['7.06'],['pKa_prospector']
2575,C[n+]1cccc2cccc([O-])c21,O,0,0,6.78,['6.78'],['pKa_prospector']
2576,C[n+]1cccc2cc([O-])ccc21,O,0,0,7.12,['7.12'],['pKa_prospector']
2577,C[n+]1ccccc1C=NO,O,0,0,7.82,['7.82'],['pKa_prospector']
2578,C=Cn1cc[n+](C)c1C=NO,O,0,0,7.92,['7.92'],['pKa_prospector']
2579,C[n+]1ccn(CCC#N)c1C=NO,O,0,0,7.99,['7.99'],['pKa_prospector']
2580,C[n+]1ccn(CCCC#N)c1C=NO,O,0,0,8.1,['8.10'],['pKa_prospector']
2581,C#CCCCCn1cc[n+](C)c1C=NO,O,0,0,8.18,['8.18'],['pKa_prospector']
2582,C[n+]1ccn(CCCCC#N)c1C=NO,O,0,0,8.18,['8.18'],['pKa_prospector']
2583,COC(=O)CCCCCn1cc[n+](C)c1C=NO,O,0,0,8.19,['8.19'],['pKa_prospector']
2584,C[n+]1ccn(CCCCCOC(=O)c2ccccc2O)c1C=NO,O,0,0,7.95,['7.95'],['pKa_prospector']
2585,C[n+]1ccn(CCCCOC(=O)c2ccccc2O)c1C=NO,O,0,0,8.05,['8.05'],['pKa_prospector']
2586,C[n+]1ccn(CCC[NH+](C)C)c1C=NO,O,0,0,7.95,['7.95'],['pKa_prospector']
2587,C[n+]1ccn(CCCOC(=O)c2ccc(Cl)cc2O)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2588,C[n+]1ccn(CCCOC(=O)c2ccccc2O)c1C=NO,O,0,0,8.08,['8.08'],['pKa_prospector']
2589,C#CCOCCCn1cc[n+](C)c1C=NO,O,0,0,8.1,['8.10'],['pKa_prospector']
2590,C[n+]1ccn(CCC[n+]2ccc(C(N)=O)cc2)c1C=NO,O,0,0,7.92,['7.92'],['pKa_prospector']
2591,C[n+]1ccn(CCF)c1C=NO,O,0,0,8.08,['8.08'],['pKa_prospector']
2592,C[n+]1ccn(CC[NH+](C)C)c1C=NO,O,0,0,8.07,['8.07'],['pKa_prospector']
2593,C[n+]1ccn(CC[NH+]2CCCC2)c1C=NO,O,0,0,7.93,['7.93'],['pKa_prospector']
2594,C[n+]1ccn(CC[NH+]2CCCCC2)c1C=NO,O,0,0,8.02,['8.02'],['pKa_prospector']
2595,C[n+]1ccn(CC[NH+]2CCOCC2)c1C=NO,O,0,0,8.24,['8.24'],['pKa_prospector']
2596,COCCn1cc[n+](C)c1C=NO,O,0,0,8.12,['8.12'],['pKa_prospector']
2597,C#CCOCCn1cc[n+](C)c1C=NO,O,0,0,8.12,['8.12'],['pKa_prospector']
2598,C[n+]1ccn(CCOCCBr)c1C=NO,O,0,0,8.13,['8.13'],['pKa_prospector']
2599,C[n+]1ccn(CCOCCCBr)c1C=NO,O,0,0,8.12,['8.12'],['pKa_prospector']
2600,C[n+]1ccn(CCOCCCCl)c1C=NO,O,0,0,8.11,['8.11'],['pKa_prospector']
2601,C[n+]1ccn(CCOCCCl)c1C=NO,O,0,0,8.15,['8.15'],['pKa_prospector']
2602,C[n+]1ccn(CCOCCS(C)(=O)=O)c1C=NO,O,0,0,8.12,['8.12'],['pKa_prospector']
2603,C[n+]1ccn(CCOCc2ccc([N+](=O)[O-])cc2)c1C=NO,O,0,0,8.17,['8.17'],['pKa_prospector']
2604,C[n+]1ccn(CCS(C)(=O)=O)c1C=NO,O,0,0,7.98,['7.98'],['pKa_prospector']
2605,C[n+]1ccn(CCc2ccc([N+](=O)[O-])cc2)c1C=NO,O,0,0,8.14,['8.14'],['pKa_prospector']
2606,COCn1cc[n+](C)c1C=NO,O,0,0,7.96,['7.96'],['pKa_prospector']
2607,C[n+]1ccn(COC(=O)c2ccc3c(c2)OCO3)c1C=NO,O,0,0,7.75,['7.75'],['pKa_prospector']
2608,C#CCC(OCn1cc[n+](C)c1C=NO)c1ccccc1,O,0,0,7.99,['7.99'],['pKa_prospector']
2609,C[n+]1ccn(COC(c2ccccc2)C2CCCC2)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2610,C#CC1(OCn2cc[n+](C)c2C=NO)CCCC1,O,0,0,7.97,['7.97'],['pKa_prospector']
2611,C[n+]1ccn(COC2CCC2)c1C=NO,O,0,0,7.99,['7.99'],['pKa_prospector']
2612,C[n+]1ccn(COC2CC=CCC2)c1C=NO,O,0,0,8,['8.00'],['pKa_prospector']
2613,C[n+]1ccn(COC2CCCC2)c1C=NO,O,0,0,8.04,['8.04'],['pKa_prospector']
2614,C#CC1CCCC1OCn1cc[n+](C)c1C=NO,O,0,0,8.01,['8.01'],['pKa_prospector']
2615,C[n+]1ccn(COC2CCCCC2)c1C=NO,O,0,0,8.01,['8.01'],['pKa_prospector']
2616,C#CC1CCCCC1OCn1cc[n+](C)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2617,C[n+]1ccn(COC2CCCCCC2)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2618,C[n+]1ccn(COC2CCCCCCC2)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2619,C[n+]1ccn(COC2CCCCCCCCCCC2)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2620,C#CCOCn1cc[n+](C)c1C=NO,O,0,0,8.01,['8.01'],['pKa_prospector']
2621,C[n+]1ccn(COCC2CC2)c1C=NO,O,0,0,8.01,['8.01'],['pKa_prospector']
2622,C[n+]1ccn(COCC2CCCC2)c1C=NO,O,0,0,7.97,['7.97'],['pKa_prospector']
2623,C[n+]1ccn(COCC2CCCCC2)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2624,C[n+]1ccn(COCC2CCCc3ccccc32)c1C=NO,O,0,0,8.13,['8.13'],['pKa_prospector']
2625,C=CCOCn1cc[n+](C)c1C=NO,O,0,0,8.04,['8.04'],['pKa_prospector']
2626,C=C=CCOCn1cc[n+](C)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
2627,C[n+]1ccn(COCC=Cc2ccccc2)c1C=NO,O,0,0,8.01,['8.01'],['pKa_prospector']
2628,C#CCCOCn1cc[n+](C)c1C=NO,O,0,0,7.99,['7.99'],['pKa_prospector']
2629,C[n+]1ccn(COCCC#CBr)c1C=NO,O,0,0,8.02,['8.02'],['pKa_prospector']
2630,C=CCCOCn1cc[n+](C)c1C=NO,O,0,0,7.97,['7.97'],['pKa_prospector']
2631,C[n+]1ccn(COCCCBr)c1C=NO,O,0,0,8.02,['8.02'],['pKa_prospector']
2632,C#CCCCOCn1cc[n+](C)c1C=NO,O,0,0,8.2,['8.20'],['pKa_prospector']
2633,C[n+]1ccn(COCCCCc2ccccc2)c1C=NO,O,0,0,8.05,['8.05'],['pKa_prospector']
2634,C[n+]1ccn(COCCCCl)c1C=NO,O,0,0,7.93,['7.93'],['pKa_prospector']
2635,C[n+]1ccn(COCCCc2ccccc2)c1C=NO,O,0,0,8.05,['8.05'],['pKa_prospector']
2636,COCCOCn1cc[n+](C)c1C=NO,O,0,0,8.02,['8.02'],['pKa_prospector']
2637,C[n+]1ccn(COCCS(C)(=O)=O)c1C=NO,O,0,0,7.96,['7.96'],['pKa_prospector']
2638,C[n+]1ccn(COCCc2ccccc2C(F)(F)F)c1C=NO,O,0,0,8.13,['8.13'],['pKa_prospector']
2639,C[n+]1ccn(COCc2ccc(C(F)(F)F)cc2)c1C=NO,O,0,0,8.06,['8.06'],['pKa_prospector']
2640,C[n+]1ccn(COCc2ccc(F)cc2)c1C=NO,O,0,0,7.98,['7.98'],['pKa_prospector']
2641,C[n+]1ccn(COCc2cccc3ccccc23)c1C=NO,O,0,0,8.11,['8.11'],['pKa_prospector']
2642,C[n+]1ccn(COCc2ccccc2)c1C=NO,O,0,0,7.94,['7.94'],['pKa_prospector']
2643,C#CCCSCn1cc[n+](C)c1C=NO,O,0,0,7.99,['7.99'],['pKa_prospector']
2644,C[n+]1ccn(Cc2cccc([N+](=O)[O-])c2)c1C=NO,O,0,0,7.94,['7.94'],['pKa_prospector']
2645,Cc1nc2c(Cl)c(Cl)c(Cl)c(Cl)c2[nH]1,O,0,0,10.01,['10.01'],['pKa_prospector']
2646,Cc1nc2ccccc2[nH]1,O,0,0,6.19,['6.19'],['pKa_prospector']
2647,Cc1c(-c2ccccc2)oc2c(C(=O)OCC[NH+]3CCCCC3)cccc2c1=O,O,0,0,7.3,['7.30'],['pKa_prospector']
2648,Cc1nc2ccccc2n(C)c1=O,O,0,0,0.51,['0.51'],['pKa_prospector']
2649,Cc1[nH]c2ccccc2c1C,O,0,0,-1.1,['-1.10'],['pKa_prospector']
2650,Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl,O,0,0,9.61,['9.61'],['pKa_prospector']
2651,Cc1c(C)c([N+](=O)[O-])c(C)c(C)c1N,O,0,0,2.36,['2.36'],['pKa_prospector']
2652,CC(=O)Nc1c(C)c(C)c(O)c(C)c1C,O,0,0,10.79,['10.79'],['pKa_prospector']
2653,Cc1c(C)c(O)c(C)c(C)c1O,O,0,0,11.25,['11.25'],['pKa_prospector']
2654,Cc1nc(C)c(C(=O)[O-])c(-c2cccc(Cl)c2Cl)c1C(=O)[O-],O,0,0,1.56,['1.56'],['pKa_prospector']
2655,COC(=O)c1c(C)nc(C)c(C(=O)[O-])c1-c1cccc(Cl)c1Cl,O,0,0,3.65,['3.65'],['pKa_prospector']
2656,COCc1cnc(C)c(O)c1C=O,O,0,0,4.75,['4.75'],['pKa_prospector']
2657,Cc1c(C)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,O,0,0,8.5,['8.50'],['pKa_prospector']
2658,Cc1c(N)ccc([N+](=O)[O-])c1C,O,0,0,1.96,['1.96'],['pKa_prospector']
2659,CC(=O)Nc1ccc(O)c(C)c1C,O,0,0,10.33,['10.33'],['pKa_prospector']
2660,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,O,0,0,7.15,['7.15'],['pKa_prospector']
2661,Cc1nnc(C)c(C)c1C,O,0,0,5.36,['5.36'],['pKa_prospector']
2662,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],O,0,0,2.76,['2.76'],['pKa_prospector']
2663,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],O,0,0,2.76,['2.76'],['pKa_prospector']
2664,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],O,0,0,2.78,['2.78'],['pKa_prospector']
2665,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],O,0,0,2.74,['2.74'],['pKa_prospector']
2666,Cc1nc2c(c(C)c1C)c(C)c(C)c1c(C)nccc12,O,0,0,7.06,['7.06'],['pKa_prospector']
2667,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,O,0,0,4.5,['4.50'],['pKa_prospector']
2668,Cc1c(O)c[n+](N)cc1-c1ccccc1,O,0,0,4.9,['4.90'],['pKa_prospector']
2669,Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,O,0,0,7.34,['7.34'],['pKa_prospector']
2670,Cc1c(Br)cc(N)cc1Br,O,0,0,2.87,['2.87'],['pKa_prospector']
2671,Cc1c([N+](=O)[O-])cc(C(=O)[O-])cc1[N+](=O)[O-],O,0,0,2.97,['2.97'],['pKa_prospector']
2672,Cc1c(N(C)C)cc(Cc2cnc(N)nc2N)cc1N(C)C,O,0,0,7.16,['7.16'],['pKa_prospector']
2673,Cc1c(C(C)C2[NH2+]CC(C)CC2O)ccc2c1CC1C2CC=C2CC(O)CCC21C,O,0,0,7.49,['7.49'],['pKa_prospector']
2674,Cc1c(Br)cccc1[NH+]=C1NCCN1,O,0,0,9.9,['9.90'],['pKa_prospector']
2675,Cc1c(Cl)cccc1[NH+]=C1NCCN1,O,0,0,9.85,['9.85'],['pKa_prospector']
2676,Cc1c(Cl)cccc1N=NC(=S)NNc1cccc(Cl)c1C,O,0,0,5.49,['5.49'],['pKa_prospector']
2677,Cc1c(Cl)cccc1Nc1ccccc1CC(=O)[O-],O,0,0,4.3,['4.30'],['pKa_prospector']
2678,Cc1ncc([N-]S(=O)(=O)c2ccc(N)cc2)c(C)n1,O,0,0,7.2,['7.20'],['pKa_prospector']
2679,COc1cncc(-c2ccccc2)c1C,O,0,0,5,['5.00'],['pKa_prospector']
2680,Cc1nc2cnc(=N)nc-2n(C)c1C,O,0,0,5.59,['5.59'],['pKa_prospector']
2681,CN=c1ncc2nc(C)c(C)n(C)c-2n1,O,0,0,6.1,['6.10'],['pKa_prospector']
2682,Cc1nc2cnc(=O)nc-2n(C)c1C,O,0,0,10.28,['10.28'],['pKa_prospector']
2683,CN=c1ncnc2n(C)c(C)c(C)nc1-2,O,0,0,6.62,['6.62'],['pKa_prospector']
2684,CNc1c(C)c(C)[nH+]c(C)c1C,O,0,0,10.07,['10.07'],['pKa_prospector']
2685,CNc1nc(C)c(C)nc1C(N)=[NH2+],O,0,0,9.43,['9.43'],['pKa_prospector']
2686,Cc1nc2c(=N)ncn(C)c2nc1C,O,0,0,10.44,['10.44'],['pKa_prospector']
2687,CN=c1ncn(C)c2nc(C)c(C)nc12,O,0,0,11.39,['11.39'],['pKa_prospector']
2688,Cc1nc2nc(N)n(C)c(=O)c2nc1C,O,0,0,2.6,['2.60'],['pKa_prospector']
2689,Cc1nc2ncn(C)c(=O)c2nc1C,O,0,0,-0.05,['-0.05'],['pKa_prospector']
2690,Cc1nc2[nH]c(C[NH3+])nc(=O)c2nc1C,O,0,0,2.4,['2.40'],['pKa_prospector']
2691,Cc1nc2[nH]c(N)nc(=O)c2nc1C,O,0,0,2.6,['2.60'],['pKa_prospector']
2692,Cc1nc2c(=O)nc(N)n(C)c2nc1C,O,0,0,3.2,['3.20'],['pKa_prospector']
2693,Cc1nc2c(=O)ncn(C)c2nc1C,O,0,0,1.73,['1.73'],['pKa_prospector']
2694,Cc1nc2c(N)nc(=N)n(C)c2nc1C,O,0,0,11.86,['11.86'],['pKa_prospector']
2695,Cc1nc2nc(N)nc(C)c2nc1C,O,0,0,2.99,['2.99'],['pKa_prospector']
2696,Cc1nc2nc(N)nc(O)c2nc1C,O,0,0,2.6,['2.60'],['pKa_prospector']
2697,Cc1nc2nc(N)nc(OC(C)C)c2nc1C,O,0,0,4.34,['4.34'],['pKa_prospector']
2698,COc1nc(N)nc2nc(C)c(C)nc12,O,0,0,3.99,['3.99'],['pKa_prospector']
2699,Cc1nc2nc(N)nc(OCc3ccccc3)c2nc1C,O,0,0,3.9,['3.90'],['pKa_prospector']
2700,CNc1nc(O)c2nc(C)c(C)nc2n1,O,0,0,2.4,['2.40'],['pKa_prospector']
2701,Cc1nc2ncnc(N(C)C)c2nc1C,O,0,0,4.82,['4.82'],['pKa_prospector']
2702,Cc1nc2ncnc(N)c2nc1C,O,0,0,3.78,['3.78'],['pKa_prospector']
2703,CNc1ncnc2nc(C)c(C)nc12,O,0,0,4.15,['4.15'],['pKa_prospector']
2704,Cc1nc2cn(C)c(=O)nc2nc1C,O,0,0,11.43,['11.43'],['pKa_prospector']
2705,Cc1ncc2nc(C)c(C)nc2n1,O,0,0,3.69,['3.69'],['pKa_prospector']
2706,Cc1nc2cnc(N)nc2nc1C,O,0,0,3.39,['3.39'],['pKa_prospector']
2707,Cc1nc2cncnc2nc1C,O,0,0,2.86,['2.86'],['pKa_prospector']
2708,Cc1nc2nc(C)c(C)nc2nc1C,O,0,0,-0.02,['-0.02'],['pKa_prospector']
2709,COc1nc2ccccc2nc1C,O,0,0,1.38,['1.38'],['pKa_prospector']
2710,Cc1nc2ccccn2c(=O)c1C,O,0,0,4.42,['4.42'],['pKa_prospector']
2711,Cc1nc2n(c(=O)c1C)CCCC2,O,0,0,4.3,['4.30'],['pKa_prospector']
2712,Cc1[nH]cnc1CSCCNC(=[NH2+])NCCSCc1nc[nH]c1C,O,0,0,6.8,['6.80'],['pKa_prospector']
2713,CNC(=NC#N)NCCSCc1nc[nH]c1C,O,0,0,6.7,['6.70'],['pKa_prospector']
2714,CNC(=S)NCCSCc1nc[nH]c1C,O,0,0,6.8,['6.80'],['pKa_prospector']
2715,CNC(=NC#N)NCCSCc1ncn(COC(=O)C(C)(C)C)c1C,O,0,0,4.7,['4.70'],['pKa_prospector']
2716,Cc1ncnc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,O,0,0,7.36,['7.36'],['pKa_prospector']
2717,Cc1nnc2c(c1C)CCC2,O,0,0,5.36,['5.36'],['pKa_prospector']
2718,Cc1nnc2c(c1C)CCCC2,O,0,0,5.41,['5.41'],['pKa_prospector']
2719,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,O,0,0,4.75,['4.75'],['pKa_prospector']
2720,CC(=O)Nc1ccc(S(=O)(=O)[N-]c2onc(C)c2C)cc1,O,0,0,4.72,['4.72'],['pKa_prospector']
2721,Cc1nsnc1C=NO,O,0,0,9.54,['9.54'],['pKa_prospector']
2722,Cc1ncsc1CCCl,O,0,0,3.2,['3.20'],['pKa_prospector']
2723,Cc1n[nH]c2c(N)ncnc12,O,0,0,4.98,['4.98'],['pKa_prospector']
2724,Cc1n[nH]c2c(NCc3ccccc3)ncnc12,O,0,0,4.91,['4.91'],['pKa_prospector']
2725,Cc1n[nH]c2c(NCc3ccco3)ncnc12,O,0,0,4.8,['4.80'],['pKa_prospector']
2726,Cc1n[nH]c2c(Nc3ccccc3)ncnc12,O,0,0,4.57,['4.57'],['pKa_prospector']
2727,COc1ccc2c(c1)[nH]c1c(C)nccc12,O,0,0,7.61,['7.61'],['pKa_prospector']
2728,Cc1nc(N)nc2nccnc12,O,0,0,2.81,['2.81'],['pKa_prospector']
2729,CC(=O)N1CCN(C(C)=O)c2c(C)ncnc21,O,0,0,2.12,['2.12'],['pKa_prospector']
2730,CC(=O)N1CCN(Cc2ccccc2)c2ncnc(C)c21,O,0,0,5.45,['5.45'],['pKa_prospector']
2731,Cc1ncnc2c1N(C=O)CCN2Cc1ccccc1,O,0,0,5.42,['5.42'],['pKa_prospector']
2732,CC1=Nc2c(C)ncnc2NC1,O,0,0,6,['6.00'],['pKa_prospector']
2733,Cc1ncnc2c1NCCN2,O,0,0,6.71,['6.71'],['pKa_prospector']
2734,CC(=O)N1CCNc2ncnc(C)c21,O,0,0,5.23,['5.23'],['pKa_prospector']
2735,Cc1ncnc2c1N(C=O)CCN2,O,0,0,5.42,['5.42'],['pKa_prospector']
2736,Cc1c(CC(=O)[O-])sc2ccc(Cl)cc12,O,0,0,3.89,['3.89'],['pKa_prospector']
2737,Cc1nncc2ccccc12,O,0,0,4.37,['4.37'],['pKa_prospector']
2738,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,O,0,0,7.57,['7.57'],['pKa_prospector']
2739,Cc1c2ccncc2cc2c1[nH]c1ccccc12,O,0,0,7.02,['7.02'],['pKa_prospector']
2740,Cc1c[nH]c2ccccc12,O,0,0,-3.35,['-3.35'],['pKa_prospector']
2741,Cc1cc(=O)n(-c2ccccc2)[nH]1,O,0,0,1.05,['1.05'],['pKa_prospector']
2742,Cc1cc(=O)n(C)c(NN)n1,O,0,0,5.5,['5.50'],['pKa_prospector']
2743,CSc1nc(C)cc(=O)n1C,O,0,0,0.9,['0.90'],['pKa_prospector']
2744,Cc1cc(=O)n(-c2ccccc2)n1C,O,0,0,1.41,['1.41'],['pKa_prospector']
2745,Cc1cc(=O)n2c(n1)C(C)CCC2,O,0,0,3.55,['3.55'],['pKa_prospector']
2746,Cc1cc(=O)n2c(n1)CCCC2,O,0,0,3.61,['3.61'],['pKa_prospector']
2747,Cc1cc(=O)n2c(n1)CCCC2C,O,0,0,3.85,['3.85'],['pKa_prospector']
2748,Cc1cc(=O)n2ccccc2n1,O,0,0,3.6,['3.60'],['pKa_prospector']
2749,Cc1cc(=O)nc(NN)[nH]1,O,0,0,3.8,['3.80'],['pKa_prospector']
2750,Cc1cc(Br)c(N)c(Br)c1,O,0,0,0.69,['0.69'],['pKa_prospector']
