,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
844,CC12C(=O)OC(=O)C1(C)C1CCC2O1,O,0,0,8.2,['8.20'],['pKa_prospector']
845,CC12CC3(C)CC(C)(C1)CC([NH3+])(C2)C3,O,0,0,10.58,['10.58'],['pKa_prospector']
846,CC12CC3CC(C)(C1)CC([NH3+])(C3)C2,O,0,0,10.42,['10.42'],['pKa_prospector']
847,CC12CC3CC(C1)CC([NH3+])(C3)C2,O,0,0,10.56,['10.56'],['pKa_prospector']
848,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C([NH3+])C3=O)[NH+]1CC1NC12,O,0,0,10.85,['10.85'],['pKa_prospector']
849,CC(=O)C1=C(C)OC(=NO)C1(C)C,O,0,0,12.62,['12.62'],['pKa_prospector']
850,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)[O-],O,0,0,3.8,['3.80'],['pKa_prospector']
851,CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C([NH3+])c3ccccc3)C2SC1,O,0,0,3.2,['3.20'],['pKa_prospector']
852,CC1=C(CC(=O)[O-])c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,O,0,0,4.5,['4.50'],['pKa_prospector']
853,CC1=CC[NH+]2CCC(O)C12,O,0,0,9.51,['9.51'],['pKa_prospector']
854,CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccc2ccccc2c1,O,0,0,4.13,['4.13'],['pKa_prospector']
855,CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccccc1,O,0,0,3.92,['3.92'],['pKa_prospector']
856,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)C1[N+](=O)[O-],O,0,0,1,['1.00'],['pKa_prospector']
857,CC1=[NH+]c2nccnc2C(O)N1,O,0,0,5.45,['5.45'],['pKa_prospector']
858,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,O,0,0,8.6,['8.60'],['pKa_prospector']
859,CC1=[NH+]c2ccccc2CN1,O,0,0,10.14,['10.14'],['pKa_prospector']
860,CC1C(=NO)SCC(=O)N1C,O,0,0,10.66,['10.66'],['pKa_prospector']
861,CC1SCCSC1=NO,O,0,0,11.04,['11.04'],['pKa_prospector']
862,CC1OCSC1=NO,O,0,0,10.96,['10.96'],['pKa_prospector']
863,CC1SCSC1=NO,O,0,0,10.89,['10.89'],['pKa_prospector']
864,CC1SC(=[NH+]O)N(C)C1=O,O,0,0,11.85,['11.85'],['pKa_prospector']
865,COCCN1C(=O)C(C)SC1=[NH+]O,O,0,0,11.74,['11.74'],['pKa_prospector']
866,C[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,O,0,0,4.15,['4.15'],['pKa_prospector']
867,C[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O,O,0,0,3.8,['3.80'],['pKa_prospector']
868,CC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2N(C)C1=O,O,0,0,2.07,['2.07'],['pKa_prospector']
869,CC1SC(=[NH+]O)NC1=O,O,0,0,11.9,['11.90'],['pKa_prospector']
870,CC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,O,0,0,3.57,['3.57'],['pKa_prospector']
871,CC1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,O,0,0,1.61,['1.61'],['pKa_prospector']
872,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)CC(O)(C(C)=O)CC3OC1CC([NH3+])C(O)C(C)O1,O,0,0,8.52,['8.52'],['pKa_prospector']
873,CNc1cc(OC)c(C(=O)NC2CC[NH+](Cc3ccccc3)C2C)cc1Cl,O,0,0,7.82,['7.82'],['pKa_prospector']
874,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)CC(O)(C(C)=O)CC3OC1(O)OCCC(NC(=O)C[NH+](C)C)C1C,O,0,0,7.35,['7.35'],['pKa_prospector']
875,CC1C(c2ccccc2)OC(O)(c2ccccc2)C[NH+]1C,O,0,0,7.68,['7.68'],['pKa_prospector']
876,CC1[NH2+]CCOC1c1ccccc1,O,0,0,8.45,['8.45'],['pKa_prospector']
877,CC1[NH+](C)CCOC1(O)c1ccccc1,O,0,0,7.88,['7.88'],['pKa_prospector']
878,CC1C(c2ccccc2)OCC[NH+]1C,O,0,0,7.55,['7.55'],['pKa_prospector']
879,COC(=NO)C1CC2C=CC1C2C,O,0,0,13.88,['13.88'],['pKa_prospector']
880,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)[O-],O,0,0,5.35,['5.35'],['pKa_prospector']
881,CC1C2Cc3ccc(O)cc3C1(C)CC[NH+]2CC1CC1,O,0,0,9.38,['9.38'],['pKa_prospector']
882,CC1C2Cc3ccc(O)cc3C1(C)CC[NH+]2CCc1ccccc1,O,0,0,8.5,['8.50'],['pKa_prospector']
883,CC1CC(C)(C)CC(c2ccccc2)([NH+]2CCCCC2)C1,O,0,0,8.24,['8.24'],['pKa_prospector']
884,CC1CC(OC(=O)c2ccccc2)CC(C)(C)[NH2+]1,O,0,0,9.35,['9.35'],['pKa_prospector']
885,CC1CC(OCc2ccccc2)CC(C)(C)[NH2+]1,O,0,0,9.54,['9.54'],['pKa_prospector']
886,CC1CC(C)[NH+](CCC(C(N)=O)(c2ccccc2)c2ccccn2)C(C)(C)C1,O,0,0,8.86,['8.86'],['pKa_prospector']
887,CC1CCC(=NCC(=O)[O-])CC1,O,0,0,9.64,['9.64'],['pKa_prospector']
888,CC1CCC(C(C)C)C([NH3+])C1,O,0,0,10.41,['10.41'],['pKa_prospector']
889,CC1CCC(O)C([NH3+])C1,O,0,0,9.38,['9.38'],['pKa_prospector']
890,CC1CCC(c2ccccc2)([NH+]2CCCCC2)CC1,O,0,0,7.99,['7.99'],['pKa_prospector']
891,CC1CCC(CC(=O)[O-])CC1,O,0,0,6.53,['6.53'],['pKa_prospector']
892,CC1CCCC(c2ccccc2)([NH+]2CCCCC2)C1,O,0,0,7.66,['7.66'],['pKa_prospector']
893,CC1CCCC(OCC(=O)[O-])C1,O,0,0,3.83,['3.83'],['pKa_prospector']
894,CC1CCCC(O)C1[NH3+],O,0,0,9.39,['9.39'],['pKa_prospector']
895,CC1CCCC(C)(C)[NH+]1C,O,0,0,10.7,['10.70'],['pKa_prospector']
896,CC1CCCC(C)[NH+]1CC(C)(C)O,O,0,0,10.5,['10.50'],['pKa_prospector']
897,COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+]2C(C)CCCC2C1,O,0,0,9.1,['9.10'],['pKa_prospector']
898,CC1CCCCC1(c1ccccc1)[NH+]1CCCCC1,O,0,0,7.12,['7.12'],['pKa_prospector']
899,CC1CCCCC1(c1cccs1)[NH+]1CCCCC1,O,0,0,6.95,['6.95'],['pKa_prospector']
900,CC(OC1CCCCC1C)C(=O)[O-],O,0,0,3.65,['3.65'],['pKa_prospector']
901,CC1CCCCC1OCC(=O)[O-],O,0,0,3.8,['3.80'],['pKa_prospector']
902,CC(C=C(c1cccs1)c1cccs1)[NH+]1CCCCC1C,O,0,0,7.41,['7.41'],['pKa_prospector']
903,CC1CCCC[NH+]1CCCOCc1ccccc1,O,0,0,9.58,['9.58'],['pKa_prospector']
904,CC1CCC[NH+](C(C)C=C(c2cccs2)c2cccs2)C1,O,0,0,8.23,['8.23'],['pKa_prospector']
905,CC1CCCc2ncc(-c3ccccc3)c(=O)n21,O,0,0,3.17,['3.17'],['pKa_prospector']
906,CC1CCCc2nc3c(c(=O)n21)CCCC3,O,0,0,4.58,['4.58'],['pKa_prospector']
907,CC1CCCc2nc(-c3ccccc3)cc(=O)n21,O,0,0,2.58,['2.58'],['pKa_prospector']
908,CC1CCCc2nccc(=O)n21,O,0,0,3.5,['3.50'],['pKa_prospector']
909,CC1CCCn2c1nc1c(c2=O)CCCC1,O,0,0,4.23,['4.23'],['pKa_prospector']
910,CC1CC[NH+](C)C(C)(C)C1,O,0,0,10.18,['10.18'],['pKa_prospector']
911,CC1CC[NH+](C(C)C=C(c2cccs2)c2cccs2)CC1,O,0,0,8.15,['8.15'],['pKa_prospector']
912,CC1CC[NH+](CCC(C(N)=O)(c2ccccc2)c2ccccn2)CC1,O,0,0,8.5,['8.50'],['pKa_prospector']
913,CC1CC[NH+]2CCC(O)C12,O,0,0,10.88,['10.88'],['pKa_prospector']
914,CC1CCc2sc(=NO)ncc2C1,O,0,0,10.34,['10.34'],['pKa_prospector']
915,CC1CCc2ccccc2NN1,O,0,0,4.92,['4.92'],['pKa_prospector']
916,CC1CCc2cnc(=NO)sc2C1,O,0,0,10.68,['10.68'],['pKa_prospector']
917,CC1CCc2nc3c(c(=O)n2C1)CCCC3,O,0,0,4.36,['4.36'],['pKa_prospector']
918,CC1CCn2c(nc3c(c2=O)CCCC3)C1,O,0,0,4.32,['4.32'],['pKa_prospector']
919,CC1C[NH+](C)CC(O)(c2ccccc2)O1,O,0,0,7.41,['7.41'],['pKa_prospector']
920,CC1C[NH+](C2CCCCCCCCCCC2)CC(C)O1,O,0,0,9,['9.00'],['pKa_prospector']
921,CC1C[NH+]2CCCC2(Cc2ccccc2)O1,O,0,0,9.19,['9.19'],['pKa_prospector']
922,CC1C[NH+]2CCCC2(c2ccccc2)O1,O,0,0,9.05,['9.05'],['pKa_prospector']
923,CC1C[NH+]2CCCC2(c2cccs2)O1,O,0,0,9.25,['9.25'],['pKa_prospector']
924,CC1CSC(=NO)O1,O,0,0,11.4,['11.40'],['pKa_prospector']
925,COc1cc2c(cc1O)CC[NH2+]C2C,O,0,0,10.2,['10.20'],['pKa_prospector']
926,COc1cc2c(cc1OC)C(C)[NH2+]CC2,O,0,0,9.9,['9.90'],['pKa_prospector']
927,CC1NC=[NH+]c2ccccc21,O,0,0,9.15,['9.15'],['pKa_prospector']
928,CC=C1CC(C)C(C)(O)C(=O)OCC2CC[NH+]3CCC(OC1=O)C23,O,0,0,7.9,['7.90'],['pKa_prospector']
929,CC=CC1=C([O-])C(=O)c2ccccc2C1=O,O,0,0,4.8,['4.80'],['pKa_prospector']
930,CC=CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,11,['11.00'],['pKa_prospector']
931,CC=CCOCn1cc[n+](C)c1C=NO,O,0,0,8.05,['8.05'],['pKa_prospector']
932,CC=C[n+]1ccn(COC)c1C=NO,O,0,0,7.9,['7.90'],['pKa_prospector']
933,CC=C[n+]1ccn(COCC(C)(C)C)c1C=NO,O,0,0,7.84,['7.84'],['pKa_prospector']
934,C#CCCCOCn1cc[n+](C=CC)c1C=NO,O,0,0,7.85,['7.85'],['pKa_prospector']
935,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,O,0,0,8.3,['8.30'],['pKa_prospector']
936,CCC(=NO)SC(C)C,O,0,0,11.46,['11.46'],['pKa_prospector']
937,CCOC(=O)CSC(CC)=NO,O,0,0,11.17,['11.17'],['pKa_prospector']
938,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,O,0,0,9.14,['9.14'],['pKa_prospector']
939,CCC(=O)C(CC(C)[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,O,0,0,8.53,['8.53'],['pKa_prospector']
940,CCC(=O)C(CC(C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.68,['6.68'],['pKa_prospector']
941,CCC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,O,0,0,9.18,['9.18'],['pKa_prospector']
942,CCC(=O)C(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,O,0,0,8.81,['8.81'],['pKa_prospector']
943,CCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.95,['6.95'],['pKa_prospector']
944,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)C[NH+]1CCCCC1,O,0,0,9.4,['9.40'],['pKa_prospector']
945,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)C[NH+]1CCOCC1,O,0,0,7.12,['7.12'],['pKa_prospector']
946,CCC(=O)C1(c2cccc(OC(C)=O)c2)CC[NH+](C)CC1,O,0,0,7.8,['7.80'],['pKa_prospector']
947,CCC(=O)C1(c2cccc(OC(=O)C(C)(C)C)c2)CC[NH+](C)CC1,O,0,0,7.7,['7.70'],['pKa_prospector']
948,CCC(=O)C1(c2cccc(OC(=O)CC(C)(C)C)c2)CC[NH+](C)CC1,O,0,0,7.9,['7.90'],['pKa_prospector']
949,CCC(=O)C1(c2cccc(OC(=O)OC)c2)CC[NH+](C)CC1,O,0,0,7.1,['7.10'],['pKa_prospector']
950,CCC(=O)C1(c2cccc(OC(=O)OC(C)C)c2)CC[NH+](C)CC1,O,0,0,7,['7.00'],['pKa_prospector']
951,CCOC(=O)Oc1cccc(C2(C(=O)CC)CC[NH+](C)CC2)c1,O,0,0,7.1,['7.10'],['pKa_prospector']
952,CCC(=O)C1(c2cccc(OC(=O)OCC(C)C)c2)CC[NH+](C)CC1,O,0,0,7,['7.00'],['pKa_prospector']
953,CCC(=O)C1(c2cccc(OC(=O)c3ccccc3)c2)CC[NH+](C)CC1,O,0,0,7.9,['7.90'],['pKa_prospector']
954,CCC(=O)C1C(=O)c2ccccc2C1=O,O,0,0,3.01,['3.01'],['pKa_prospector']
955,CCC(=O)N(CCC[NH+](C)C)c1c(C)cccc1C,O,0,0,8.51,['8.51'],['pKa_prospector']
956,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,O,0,0,8.01,['8.01'],['pKa_prospector']
957,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCn2nnn(CC)c2=O)CC1,O,0,0,6.5,['6.50'],['pKa_prospector']
958,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CC[NH+](CCc2ccccc2)CC1C,O,0,0,7.82,['7.82'],['pKa_prospector']
959,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1,O,0,0,8.43,['8.43'],['pKa_prospector']
960,CCC(=O)N=c1sc(S(N)(=O)=O)nn1C,O,0,0,7.4,['7.40'],['pKa_prospector']
961,CCC(=O)N=c1sc(S(N)(=O)=O)nn1CC,O,0,0,7.4,['7.40'],['pKa_prospector']
962,CCC(=O)NCC(=O)[O-],O,0,0,3.72,['3.72'],['pKa_prospector']
963,CCC(=O)Nc1n[nH]c(NC(=O)CC)n1,O,0,0,9.34,['9.34'],['pKa_prospector']
964,CCC(=O)Nc1nnc(S(N)(=O)=O)s1,O,0,0,7.4,['7.40'],['pKa_prospector']
965,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)C[NH+](C)C,O,0,0,6.3,['6.30'],['pKa_prospector']
966,CCC(=O)OC1(c2ccccc2)CC[NH+](C)CC1C,O,0,0,8.52,['8.52'],['pKa_prospector']
967,CCC(=O)n1c(=O)[nH]cc(F)c1=O,O,0,0,7.2,['7.20'],['pKa_prospector']
968,C#CC(CC)OCn1cc[n+](C)c1C=NO,O,0,0,7.99,['7.99'],['pKa_prospector']
969,C#CC(CC)OCn1cc[n+](C=CC)c1C=NO,O,0,0,7.86,['7.86'],['pKa_prospector']
970,CCC(C#Cc1ccccc1)OCn1cc[n+](C)c1C=NO,O,0,0,8.06,['8.06'],['pKa_prospector']
971,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],O,0,0,2.82,['2.82'],['pKa_prospector']
972,CCC(Br)C(=O)[O-],O,0,0,2.99,['2.99'],['pKa_prospector']
973,CCC(C(=O)[O-])C(CC)(CC)C(=O)[O-],O,0,0,2.74,['2.74'],['pKa_prospector']
974,CCC(NC(C)=O)C(=O)[O-],O,0,0,3.72,['3.72'],['pKa_prospector']
975,CCC(NC(N)=O)C(=O)[O-],O,0,0,3.89,['3.89'],['pKa_prospector']
976,CCC(Oc1ccccc1)C(=O)[O-],O,0,0,3.17,['3.17'],['pKa_prospector']
977,CCC(SC(CC)C(=O)[O-])C(=O)[O-],O,0,0,4.59,['4.59'],['pKa_prospector']
978,CCOC(=O)C([NH3+])CC,O,0,0,7.5,['7.50'],['pKa_prospector']
979,CCC(OCn1cc[n+](C)c1C=NO)C(C)(C)C,O,0,0,7.94,['7.94'],['pKa_prospector']
980,CCC(OCn1cc[n+](C)c1C=NO)C(C)(C)[N+](=O)[O-],O,0,0,7.89,['7.89'],['pKa_prospector']
981,CCC(C(C)OCn1cc[n+](C)c1C=NO)[N+](=O)[O-],O,0,0,7.99,['7.99'],['pKa_prospector']
982,CCC(OC(C)=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,O,0,0,8.61,['8.61'],['pKa_prospector']
983,CCC(C(=O)OC(C)c1ccccc1)C(CO)Cc1cncn1C,O,0,0,9.69,['9.69'],['pKa_prospector']
984,CCC(C(=O)OCCc1ccccc1)C(CO)Cc1cncn1C,O,0,0,6.96,['6.96'],['pKa_prospector']
985,CCC(C(=O)OCc1ccc(C)cc1)C(CO)Cc1cncn1C,O,0,0,6.96,['6.96'],['pKa_prospector']
986,CCC(C(=O)OCc1ccc(C(C)(C)C)cc1)C(CO)Cc1cncn1C,O,0,0,6.96,['6.96'],['pKa_prospector']
987,CCC(C(=O)OCc1ccc(Cl)cc1)C(CO)Cc1cncn1C,O,0,0,6.96,['6.96'],['pKa_prospector']
988,CCC(C(=O)OCc1ccccc1)C(CO)Cc1cncn1C,O,0,0,6.96,['6.96'],['pKa_prospector']
989,CCC(C(=O)OCc1ccccc1C)C(CO)Cc1cncn1C,O,0,0,6.96,['6.96'],['pKa_prospector']
990,CCC([NH3+])C(O)c1ccc(O)c(O)c1,O,0,0,8.42,['8.42'],['pKa_prospector']
991,CCC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],O,0,0,3.9,['3.90'],['pKa_prospector']
992,CCC(C)(C)[NH2+]C1CCCCC1,O,0,0,11.09,['11.09'],['pKa_prospector']
993,CCC(C)(C)Nc1ccccc1,O,0,0,6.75,['6.75'],['pKa_prospector']
994,CCC(C)(CC)Nc1ccccc1,O,0,0,6.34,['6.34'],['pKa_prospector']
995,CCC(C)(C[NH+](C)C)OC(=O)c1ccc(N)cc1,O,0,0,8.91,['8.91'],['pKa_prospector']
996,CCC(C)(C[NH+](C)C)OC(=O)c1ccccc1,O,0,0,8,['8.00'],['pKa_prospector']
997,CCC(C)C(=O)OCn1cc[n+](C)c1C=NO,O,0,0,8.24,['8.24'],['pKa_prospector']
998,CCC(C)C(NC(=O)C[NH3+])C(=O)[O-],O,0,0,8,['8.00'],['pKa_prospector']
999,CCC(C)C(C)OCn1cc[n+](C)c1C=NO,O,0,0,7.97,['7.97'],['pKa_prospector']
1000,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O,O,0,0,7.9,['7.90'],['pKa_prospector']
1001,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,O,0,0,7.93,['7.93'],['pKa_prospector']
1002,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,O,0,0,7.7,['7.70'],['pKa_prospector']
1003,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,O,0,0,7.86,['7.86'],['pKa_prospector']
1004,CCC(C)C1(CC)C(=O)NC(=S)NC1=O,O,0,0,9.4,['9.40'],['pKa_prospector']
1005,CCC(C)N(C)N=Nc1[nH]cnc1C(N)=O,O,0,0,4.42,['4.42'],['pKa_prospector']
1006,CCC(C)N(C)c1ccccc1,O,0,0,6.03,['6.03'],['pKa_prospector']
1007,CCC(C)[NH+](CC(O)COc1ccccc1)CC(O)COc1ccccc1,O,0,0,6.7,['6.70'],['pKa_prospector']
1008,CCC(C)[NH+]1CCC(c2ccccc2)(c2ccccc2)CC1,O,0,0,9.67,['9.67'],['pKa_prospector']
1009,CCC(C)[NH2+]C(C)CC,O,0,0,11.01,['11.01'],['pKa_prospector']
1010,CCC(C)OCC(=O)[O-],O,0,0,3.67,['3.67'],['pKa_prospector']
1011,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],O,0,0,4.55,['4.55'],['pKa_prospector']
1012,CCC(C)c1ccc([O-])c([N+](=O)[O-])c1,O,0,0,7.59,['7.59'],['pKa_prospector']
1013,CCC(C)c1ccc(C(=O)OCC[NH+](CC)CC)cc1,O,0,0,8.97,['8.97'],['pKa_prospector']
1014,CCC(C)c1cccc(OCC(O)C[NH2+]C(C)C)c1,O,0,0,8.4,['8.40'],['pKa_prospector']
1015,CCC(C)c1cnc(CC(C)C)c(=O)n1O,O,0,0,5.95,['5.95'],['pKa_prospector']
1016,CCC(CBr)C(=O)[O-],O,0,0,3.92,['3.92'],['pKa_prospector']
1017,CCC(CC#Cc1ccccc1)OCn1cc[n+](C)c1C=NO,O,0,0,8.07,['8.07'],['pKa_prospector']
1018,CCC(CC(=O)[O-])C(=O)[O-],O,0,0,4.08,['4.08'],['pKa_prospector']
1019,CCC(O)(CC)C(=O)[O-],O,0,0,3.8,['3.80'],['pKa_prospector']
1020,CCC(CC)(CC(=O)[O-])C(=O)[O-],O,0,0,3.84,['3.84'],['pKa_prospector']
1021,CCC(CC)(CC)C(=O)[O-],O,0,0,7.21,['7.21'],['pKa_prospector']
1022,CCC(CC)C(=O)N(CCC[NH+](C)C)c1c(C)cccc1C,O,0,0,8.49,['8.49'],['pKa_prospector']
1023,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccc(C)cc1[N+](=O)[O-],O,0,0,4.36,['4.36'],['pKa_prospector']
1024,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],O,0,0,3.18,['3.18'],['pKa_prospector']
1025,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccc(C)cc1N,O,0,0,5.38,['5.38'],['pKa_prospector']
1026,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccc(C(F)(F)F)cc1N,O,0,0,4.76,['4.76'],['pKa_prospector']
1027,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccc(Cl)cc1N,O,0,0,5.1,['5.10'],['pKa_prospector']
1028,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccc(OC)cc1N,O,0,0,5.42,['5.42'],['pKa_prospector']
1029,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccccc1N,O,0,0,5.29,['5.29'],['pKa_prospector']
1030,CCC(CC)C(=O)[N-]S(=O)(=O)c1ccccc1[N+](=O)[O-],O,0,0,4.14,['4.14'],['pKa_prospector']
1031,CCC(CC)C(=O)Nc1cc(C)ccc1S(N)(=O)=O,O,0,0,9.51,['9.51'],['pKa_prospector']
1032,CCC(CC)C(=O)Nc1cc(C(F)(F)F)ccc1S(N)(=O)=O,O,0,0,9.02,['9.02'],['pKa_prospector']
1033,CCC(CC)C(=O)Nc1cc(Cl)ccc1S(N)(=O)=O,O,0,0,9.5,['9.50'],['pKa_prospector']
1034,CCC(CC)C(=O)Nc1cc(OC)ccc1S(N)(=O)=O,O,0,0,9.48,['9.48'],['pKa_prospector']
1035,CCC(CC)C(=O)Nc1ccccc1S(N)(=O)=O,O,0,0,9.4,['9.40'],['pKa_prospector']
1036,CCC(CN1c2ccccc2Sc2ccccc21)[NH+](CC)CC,O,0,0,9.02,['9.02'],['pKa_prospector']
1037,CCC(CO)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,O,0,0,9.47,['9.47'],['pKa_prospector']
1038,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2[NH+](C)C1,O,0,0,6.65,['6.65'],['pKa_prospector']
1039,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2[NH+](C)C1,O,0,0,6.62,['6.62'],['pKa_prospector']
1040,CCC([NH3+])Cc1ccccc1,O,0,0,10.04,['10.04'],['pKa_prospector']
1041,CCC(Cc1ccccc1)[NH2+]C,O,0,0,10.39,['10.39'],['pKa_prospector']
1042,CCC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,O,0,0,4.25,['4.25'],['pKa_prospector']
1043,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccc(Br)cc2)C1=O,O,0,0,6.55,['6.55'],['pKa_prospector']
1044,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccc(C)cc2)C1=O,O,0,0,6.64,['6.64'],['pKa_prospector']
1045,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccc(OC)cc2)C1=O,O,0,0,6.8,['6.80'],['pKa_prospector']
1046,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2cccc(Br)c2)C1=O,O,0,0,6.39,['6.39'],['pKa_prospector']
1047,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2cccc(C)c2)C1=O,O,0,0,6.64,['6.64'],['pKa_prospector']
1048,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2cccc(OC)c2)C1=O,O,0,0,6.51,['6.51'],['pKa_prospector']
1049,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2)C1=O,O,0,0,6.4,['6.40'],['pKa_prospector']
1050,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2Br)C1=O,O,0,0,6.56,['6.56'],['pKa_prospector']
1051,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2C)C1=O,O,0,0,6.5,['6.50'],['pKa_prospector']
1052,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2OC)C1=O,O,0,0,6.54,['6.54'],['pKa_prospector']
1053,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)N(C)C1=O,O,0,0,7.92,['7.92'],['pKa_prospector']
1054,CCC1(C2=CCCCC2)C(=O)NC(=O)N(C)C1=O,O,0,0,7.87,['7.87'],['pKa_prospector']
1055,CCC1(C2=CCCCCC2)C(=O)NC(=O)N(C)C1=O,O,0,0,7.85,['7.85'],['pKa_prospector']
1056,CCC1(C2CCCCC2)C(=O)NC(=O)N(C)C1=O,O,0,0,8.21,['8.21'],['pKa_prospector']
1057,CCC1(CC)C(=O)NC(=O)N(C)C1=O,O,0,0,8.17,['8.17'],['pKa_prospector']
1058,C=CCC1(CC)C(=O)NC(=O)N(C)C1=O,O,0,0,7.88,['7.88'],['pKa_prospector']
1059,CCC1(CCC(C)C)C(=O)NC(=O)N(C)C1=O,O,0,0,7.94,['7.94'],['pKa_prospector']
1060,CCC1(Cc2ccccc2)C(=O)NC(=O)N(C)C1=O,O,0,0,7.87,['7.87'],['pKa_prospector']
1061,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,O,0,0,7.93,['7.93'],['pKa_prospector']
1062,CCC1(CC)C(=O)NC(=O)N(Cc2ccc(Cl)cc2)C1=O,O,0,0,8.01,['8.01'],['pKa_prospector']
1063,CCC1(CC)C(=O)NC(=O)N(Cc2ccc([N+](=O)[O-])cc2)C1=O,O,0,0,7.48,['7.48'],['pKa_prospector']
1064,CCC1(CC)C(=O)NC(=O)N(Cc2ccccc2)C1=O,O,0,0,8.12,['8.12'],['pKa_prospector']
1065,CCC1(CC)C(=O)NC(=O)N(c2ccc([N+](=O)[O-])cc2)C1=O,O,0,0,7.32,['7.32'],['pKa_prospector']
1066,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,O,0,0,7.62,['7.62'],['pKa_prospector']
1067,CCC1(c2ccccc2)NC(=O)NC1=O,O,0,0,8.51,['8.51'],['pKa_prospector']
1068,CCC1(c2ccccc2)C(=O)[N-]C(=O)N1S(=O)(=O)c1ccccc1,O,0,0,5.15,['5.15'],['pKa_prospector']
